	chrom	start	end	pi	theta	td
107	V	107001	117000	0.0027430160257213800	0.009019411498671920	-2.0288916931912000
108	V	108001	118000	0.0028984637029290900	0.009588084071168830	-2.0352736152243800
109	V	109001	119000	0.002991606333920140	0.00990548271628338	-2.0366400422769900
110	V	110001	120000	0.003087465998032040	0.00991870765982982	-2.009636502975370
111	V	111001	121000	0.0032230911505841200	0.00991870765982982	-1.9697378621741700
112	V	112001	122000	0.003411918857096570	0.010196431474305100	-1.9419501024578100
113	V	113001	123000	0.003554522062981520	0.010236106304944400	-1.9051333763521900
114	V	114001	124000	0.00353543450094505	0.010156756643665700	-1.9025850460157400
115	V	115001	125000	0.0032678516228824500	0.00990548271628338	-1.9552656893270000
116	V	116001	126000	0.003284032762923350	0.00990548271628338	-1.9504991653230400
117	V	117001	127000	0.00325845334591677	0.009495509466343750	-1.9159294853629800
118	V	118001	128000	0.0031419698497558900	0.009244235538961390	-1.9250396637108800
119	V	119001	129000	0.003107756042330350	0.00888716206320752	-1.8957894622817500
120	V	120001	130000	0.0031062730676580700	0.00888716206320752	-1.896275914997890
121	V	121001	131000	0.0030437142753134100	0.008913611950300400	-1.9198101914398400
122	V	122001	132000	0.002769171855812880	0.00829203960361773	-1.9404195098478800
123	V	123001	133000	0.0026969326617981300	0.00823913982943197	-1.9595964186746300
124	V	124001	134000	0.0028124276523149800	0.008450738926175010	-1.9441266139396600
125	V	125001	135000	0.002801338860054220	0.008040765676235370	-1.8977949389744500
126	V	126001	136000	0.0026604154984964500	0.00772336703112082	-1.9084666810983500
127	V	127001	137000	0.002555393894869140	0.00773659197466726	-1.9497349785784100
128	V	128001	138000	0.0026373016098601000	0.00767046725693506	-1.9101886274127300
129	V	129001	139000	0.0027318407537976700	0.008106890393967570	-1.931194094152030
130	V	130001	140000	0.002812025521782310	0.008543313531000080	-1.9549702194839300
131	V	131001	141000	0.0030282588995897800	0.009072311272857680	-1.9424922225213500
132	V	132001	142000	0.003231970074378740	0.009640983845354580	-1.9392898602295700
133	V	133001	143000	0.003304589743593810	0.00995838249046914	-1.9496976232154200
134	V	134001	144000	0.003137600095740670	0.010037732151747800	-2.0060232334482000
135	V	135001	145000	0.003274320207101550	0.010672529441976900	-2.023847440657660
136	V	136001	146000	0.003391698940597700	0.011214752127380900	-2.03733055283004
137	V	137001	147000	0.0035567567544496600	0.01155860065958840	-2.0223267318184100
138	V	138001	148000	0.003545498191806390	0.01154537571604190	-2.024129764106550
139	V	139001	149000	0.0034292234259328800	0.011095727635463000	-2.017824819813300
140	V	140001	150000	0.003279799229873550	0.010553504950058900	-2.0120606707058200
141	V	141001	151000	0.0032365806352215500	0.010315455966223000	-2.003007031938810
142	V	142001	152000	0.0033260104370514100	0.010394805627501700	-1.9850030929129500
143	V	143001	153000	0.0032737544264845500	0.010156756643665700	-1.9777767654000900
144	V	144001	154000	0.0031818489107334700	0.009548409240529510	-1.9449662535440700
145	V	145001	155000	0.0029761474555151200	0.009191335764775630	-1.971849661393780
146	V	146001	156000	0.003135470331877270	0.009257460482507830	-1.928526681878680
147	V	147001	157000	0.0033521629578409700	0.009733558450179660	-1.912717734912620
148	V	148001	158000	0.003308138600462340	0.009442609692157990	-1.8948852144026800
149	V	149001	159000	0.0031193383963571200	0.008953286780939720	-1.8996722406946800
150	V	150001	160000	0.0031223974568565500	0.008741687684196680	-1.8736642351483900
151	V	151001	161000	0.002942025387673110	0.00827881466007129	-1.8780088407252300
152	V	152001	162000	0.0026754979788095500	0.007591117595656420	-1.8848754471422200
153	V	153001	163000	0.0024860962570663900	0.0069166454747879900	-1.8626532925202900
154	V	154001	164000	0.0026971251676901400	0.007538217821470660	-1.8691885684987400
155	V	155001	165000	0.0028968668047030900	0.00767046725693506	-1.8116783620990200
156	V	156001	166000	0.0028195306776032800	0.007419193329552710	-1.8041586642425600
157	V	157001	167000	0.0026002005155935200	0.006784396039323600	-1.7929753137441300
158	V	158001	168000	0.002425284913118080	0.006480222337755480	-1.8181562552078300
159	V	159001	169000	0.002549580733703950	0.006890195587695120	-1.8317688991607800
160	V	160001	170000	0.0025212437262498400	0.007379518498913390	-1.9157315130391900
161	V	161001	171000	0.0026041725739340500	0.007472093103738470	-1.896004461620750
162	V	162001	172000	0.0029677096973692000	0.00827881466007129	-1.8689705672961700
163	V	163001	173000	0.0030423938222110700	0.008622663192278720	-1.8861013736256500
164	V	164001	174000	0.0027811065637679100	0.007789491748853020	-1.8720342958667500
165	V	165001	175000	0.0029084151045454700	0.00833171443425705	-1.8964495209752200
166	V	166001	176000	0.002983711252910140	0.008926836893846840	-1.9409060581430900
167	V	167001	177000	0.0030468951432140500	0.009508734409890190	-1.9822417495343000
168	V	168001	178000	0.00316596741341116	0.010077406982387100	-2.0014622213985800
169	V	169001	179000	0.003114657880873340	0.00993193260337626	-2.002878526426320
170	V	170001	180000	0.003152539501538260	0.009773233280818980	-1.9764529092371500
171	V	171001	181000	0.00320038958850798	0.00989225777273694	-1.973856671647580
172	V	172001	182000	0.0029286036006903900	0.00942938474861155	-2.0108278669250800
173	V	173001	183000	0.0028606040477174200	0.009059086329311240	-1.9950070757018800
174	V	174001	184000	0.002935046448227620	0.009164885877682750	-1.9821527702449400
175	V	175001	185000	0.002674643245282850	0.008397839151989250	-1.985709091447950
176	V	176001	186000	0.0026062702603132900	0.007895291297224540	-1.9507040161800500
177	V	177001	187000	0.0027118350973839000	0.007630792426295740	-1.876450079995080
178	V	178001	188000	0.002847209521630250	0.007829166579492340	-1.8528146334439100
179	V	179001	189000	0.0030083050706048900	0.008358164321349930	-1.8649044744726100
180	V	180001	190000	0.003009851829578490	0.008569763418092960	-1.8907135225931500
181	V	181001	191000	0.002933968498598920	0.008754912627743120	-1.9379972103137600
182	V	182001	192000	0.0030389612546944000	0.008979736668032600	-1.92880997142931
183	V	183001	193000	0.003156762651022040	0.009402934861518670	-1.9374609578529900
184	V	184001	194000	0.003296033249512980	0.009773233280818980	-1.9336162149122200
185	V	185001	195000	0.0031607553413164600	0.00942938474861155	-1.9390184675953800
186	V	186001	196000	0.0031837909135479900	0.009217785651868510	-1.9089177172030400
187	V	187001	197000	0.0031049426674283000	0.00883426228902176	-1.8905126261710100
188	V	188001	198000	0.002970121569016800	0.008543313531000080	-1.9010428887226000
189	V	189001	199000	0.0028079884741994000	0.007868841410131660	-1.872761848157050
190	V	190001	200000	0.0027324148038309300	0.007591117595656420	-1.8630509093678900
191	V	191001	201000	0.0028649388635137700	0.00767046725693506	-1.8237956644953700
192	V	192001	202000	0.002853416852277330	0.007551442765017100	-1.8108056631362600
193	V	193001	203000	0.002891647363655400	0.00773659197466726	-1.8231995441743200
194	V	194001	204000	0.0028642191033925300	0.007604342539202860	-1.814453927416210
195	V	195001	205000	0.0031810702094188500	0.008053990619781820	-1.7621712953543600
196	V	196001	206000	0.0030196253118190000	0.008120115337514010	-1.8295924132754200
197	V	197001	207000	0.0028953507834300800	0.008199464998792650	-1.8843992881112800
198	V	198001	208000	0.0027241443127424600	0.00772336703112082	-1.8844442669332700
199	V	199001	209000	0.0029068583039093900	0.008093665450421130	-1.866575994667120
200	V	200001	210000	0.003066766788565370	0.008437513982628570	-1.854744159730860
201	V	201001	211000	0.002977349828768260	0.00827881466007129	-1.8655782182508700
202	V	202001	212000	0.0029681481158631900	0.00826558971652485	-1.8671165626150400
203	V	203001	213000	0.0030847533677024000	0.008543313531000080	-1.8619414245707700
204	V	204001	214000	0.0028561504620177300	0.008199464998792650	-1.8983260353048400
205	V	205001	215000	0.00263223917859391	0.00772336703112082	-1.9190876730994500
206	V	206001	216000	0.002611857758405160	0.007591117595656420	-1.909278045032390
207	V	207001	217000	0.002756720891706490	0.007763041861760140	-1.8775735255102400
208	V	208001	218000	0.00288018367025924	0.008146565224606890	-1.883025323574290
209	V	209001	219000	0.0028199121246253300	0.008173015111699770	-1.9078987347461900
210	V	210001	220000	0.002870816868155180	0.008384614208442810	-1.9160455283965700
211	V	211001	221000	0.002954848402660370	0.008371389264896370	-1.8851943164057400
212	V	212001	222000	0.003089715165928700	0.008609438248732280	-1.8684764999232200
213	V	213001	223000	0.00304299998085497	0.008424289039082130	-1.861274703284000
214	V	214001	224000	0.003290618309792280	0.008609438248732280	-1.8004689572551300
215	V	215001	225000	0.003412979391557620	0.009257460482507830	-1.8411068048634400
216	V	216001	226000	0.0033274432101064000	0.008966511724486160	-1.833530371690990
217	V	217001	227000	0.0032205609747734100	0.0088474872325682	-1.853975198000700
218	V	218001	228000	0.0033481576261000400	0.009482284522797310	-1.8869172518200500
219	V	219001	229000	0.0034977340073139800	0.00991870765982982	-1.8889425488927900
220	V	220001	230000	0.0033413978492799500	0.009482284522797310	-1.8889966250894800
221	V	221001	231000	0.003314294145736720	0.009654208788901030	-1.9157749749829300
222	V	222001	232000	0.0033400425820268400	0.009971607434015580	-1.9406277392138500
223	V	223001	233000	0.0033356783864838200	0.010090631925933500	-1.9536023328879200
224	V	224001	234000	0.0032648730354693200	0.010328680909769500	-1.9962040767786600
225	V	225001	235000	0.003301903178445470	0.010381580683955200	-1.9905721640387900
226	V	226001	236000	0.003504412284527030	0.011056052804823600	-1.9946739106367100
227	V	227001	237000	0.0037201336318800300	0.011651175264413400	-1.9886151721855500
228	V	228001	238000	0.0036369065934788200	0.01101637797418430	-1.956166795674800
229	V	229001	239000	0.003592472936735170	0.010698979329069800	-1.9392791092585100
230	V	230001	240000	0.003748028226541810	0.010778328990348400	-1.9044638383737500
231	V	231001	241000	0.003622462739002150	0.010976703143545000	-1.9564737966051300
232	V	232001	242000	0.003477150055000990	0.01050060517587320	-1.9525496167428500
233	V	233001	243000	0.0036216391361937900	0.010910578425812800	-1.950768039648840
234	V	234001	244000	0.003634234253830060	0.011161852353195200	-1.969616197111960
235	V	235001	245000	0.0036148476974635800	0.010619629667791100	-1.9256957388989700
236	V	236001	246000	0.003584772016791160	0.010791553933894800	-1.9498965896002400
237	V	237001	247000	0.0035131468740574100	0.010818003820987700	-1.9716353177313900
238	V	238001	248000	0.0035242960001802900	0.011333776619298900	-2.012587327077610
239	V	239001	249000	0.0033416286513336800	0.01154537571604190	-2.075712854424550
240	V	240001	250000	0.003206931833116130	0.011479250998309700	-2.1050362516227800
241	V	241001	251000	0.0032763199922946400	0.011294101788659600	-2.0734762371345900
242	V	242001	252000	0.0033447680826596500	0.011320551675752400	-2.0578297504438100
243	V	243001	253000	0.0033857470519698400	0.011227977070927400	-2.0399361779900100
244	V	244001	254000	0.0035103908975954300	0.011161852353195200	-2.002020056755820
245	V	245001	255000	0.0036796880654200400	0.01206114851435310	-2.030589343522880
246	V	246001	256000	0.003660774628899410	0.011743749869238500	-2.0108426382156200
247	V	247001	257000	0.0036280024799293400	0.01161150043377410	-2.008560873150830
248	V	248001	258000	0.0036617885080906400	0.011333776619298900	-1.9771540258781700
249	V	249001	259000	0.0036906210944577000	0.010844453708080600	-1.9261977900043600
250	V	250001	260000	0.0036302650243881100	0.01047415528878030	-1.9073980289043700
251	V	251001	261000	0.003773135284687010	0.01050060517587320	-1.8702644968354800
252	V	252001	262000	0.0036068520194426700	0.00985258294209762	-1.8496212338961500
253	V	253001	263000	0.0032265103390262100	0.00887393711966108	-1.8552331330265
254	V	254001	264000	0.0032093884826039700	0.008675562966464480	-1.8363752466765500
255	V	255001	265000	0.0030226711602181700	0.008543313531000080	-1.8831179675391700
256	V	256001	266000	0.0028034417780810800	0.00767046725693506	-1.8471350579208200
257	V	257001	267000	0.0023905056441608000	0.006281848184558890	-1.799212676276400
258	V	258001	268000	0.0025473913678573600	0.006347972902291080	-1.739170262717890
259	V	259001	269000	0.0028796960482050200	0.00714146951507747	-1.7359155586065400
260	V	260001	270000	0.002990826134181620	0.007749816918213700	-1.7878293770551100
261	V	261001	271000	0.002913489278446940	0.007987865902049610	-1.850063201388700
262	V	262001	272000	0.0030621831737684900	0.008913611950300400	-1.9137697489241500
263	V	263001	273000	0.0032644604837466900	0.009984832377562020	-1.9640317006950700
264	V	264001	274000	0.0034131608042059700	0.010857678651627000	-2.002042318136580
265	V	265001	275000	0.003379078858556630	0.010712204272616200	-1.9986684872148000
266	V	266001	276000	0.003711588910952510	0.011571825603134800	-1.984283250719470
267	V	267001	277000	0.0041683689631958300	0.012801745352953700	-1.971371202390990
268	V	268001	278000	0.003930222433579140	0.012524021538478500	-2.0055726512696200
269	V	269001	279000	0.0037195666107812800	0.011889224248249300	-2.0077053233758400
270	V	270001	280000	0.0035850884996814300	0.011598275490227700	-2.018313324944580
271	V	271001	281000	0.0034800640291152400	0.011439576167670400	-2.032412834669800
272	V	272001	282000	0.0033583241894941200	0.010910578425812800	-2.021240074326790
273	V	273001	283000	0.003480451185022920	0.010593179780698200	-1.9602172288032700
274	V	274001	284000	0.003288771516220580	0.010064182038840700	-1.9646279372495300
275	V	275001	285000	0.003348337538878050	0.009773233280818980	-1.918001995567920
276	V	276001	286000	0.003213108424156810	0.009799683167911860	-1.9610033754538200
277	V	277001	287000	0.00306381068614571	0.009601309014715270	-1.986274446188870
278	V	278001	288000	0.0030785940176926400	0.009786458224365420	-1.9997914875487400
279	V	279001	289000	0.0030970747621585800	0.009998057321108460	-2.0141686815344000
280	V	280001	290000	0.0030215593036860400	0.010064182038840700	-2.042109969691240
281	V	281001	291000	0.0030985354333573700	0.010289006079130100	-2.039773471567100
282	V	282001	292000	0.003152250747783620	0.010870903595173500	-2.073258205949490
283	V	283001	293000	0.0030929883802939000	0.010818003820987700	-2.085039225756870
284	V	284001	294000	0.003129226799683570	0.010659304498430400	-2.0624579430750600
285	V	285001	295000	0.003181376465750420	0.010884128538719900	-2.0664915986051800
286	V	286001	296000	0.0032324420160587000	0.010831228764534200	-2.048483298534780
287	V	287001	297000	0.0033025349055243100	0.010897353482266400	-2.03508053511034
288	V	288001	298000	0.0032482848351981500	0.010831228764534200	-2.04421238641642
289	V	289001	299000	0.0030829894449368200	0.010566729893605400	-2.0675892523271700
290	V	290001	300000	0.003120274652110910	0.010222881361397900	-2.027779897008860
291	V	291001	301000	0.003189404143862800	0.009971607434015580	-1.9847098130859500
292	V	292001	302000	0.003195875543932320	0.009601309014715270	-1.9461494566168200
293	V	293001	303000	0.0030865853933968700	0.009561634184075950	-1.9753958933998700
294	V	294001	304000	0.0031039699671645100	0.009680658675993900	-1.981937250733030
295	V	295001	305000	0.002901980762960790	0.009178110821229190	-1.9940285919878800
296	V	296001	306000	0.002922320640704380	0.00932358520024003	-2.0023228379050800
297	V	297001	307000	0.0026952985873517900	0.008860712176114640	-2.0283926571980800
298	V	298001	308000	0.002702594477010660	0.008702012853557360	-2.0094494348851900
299	V	299001	309000	0.0028187336256995500	0.00880781240192888	-1.9821070106776300
300	V	300001	310000	0.0026352873955337300	0.00822591488588553	-1.9798641677167000
301	V	301001	311000	0.0023446054707857900	0.00767046725693506	-2.021272759219980
302	V	302001	312000	0.0022704315372845900	0.008106890393967570	-2.0969731684991900
303	V	303001	313000	0.0023957928690458100	0.008741687684196680	-2.1159391442911700
304	V	304001	314000	0.0022462241117884900	0.008463963869721450	-2.1405987979385500
305	V	305001	315000	0.002145861768093770	0.008027540732688940	-2.1339030033027000
306	V	306001	316000	0.0020219063134885	0.007458868160192020	-2.121355083112370
307	V	307001	317000	0.002030061988064560	0.007379518498913390	-2.1094159748085300
308	V	308001	318000	0.00188428088470964	0.006731496265137840	-2.0932187386789800
309	V	309001	319000	0.0018534565241016000	0.006744721208684280	-2.108147683204100
310	V	310001	320000	0.0020859973734727600	0.007749816918213700	-2.1277500688596700
311	V	311001	321000	0.0022335765425268900	0.00825236477297841	-2.1247267397097300
312	V	312001	322000	0.0022187125366494900	0.007987865902049610	-2.103371337249460
313	V	313001	323000	0.002169397803135230	0.007617567482749300	-2.0819011776494300
314	V	314001	324000	0.002229596909250290	0.00823913982943197	-2.124835544407690
315	V	315001	325000	0.0024385130157474900	0.009217785651868510	-2.144694221003430
316	V	316001	326000	0.0025193320033815900	0.009693883619540350	-2.159182443770860
317	V	317001	327000	0.0026638737705698800	0.01050060517587320	-2.1786437926354100
318	V	318001	328000	0.0028160023115699000	0.011413126280577500	-2.200275096891030
319	V	319001	329000	0.0027358195407061400	0.011479250998309700	-2.224919011741710
320	V	320001	330000	0.0028140110837830600	0.011770199756331400	-2.2231032916092700
321	V	321001	331000	0.0028415823151877100	0.01216694806272460	-2.2397534211809500
322	V	322001	332000	0.0031716893320688100	0.012616596143303500	-2.1881281046961100
323	V	323001	333000	0.003065935307603490	0.012299197498189000	-2.193940944896300
324	V	324001	334000	0.003083816403510420	0.011770199756331400	-2.156132271199880
325	V	325001	335000	0.0030768868716055500	0.011928899078888700	-2.1682079835144400
326	V	326001	336000	0.00298113810732005	0.011823099530517100	-2.1849960012881300
327	V	327001	337000	0.003024541625076700	0.011598275490227700	-2.159500498987250
328	V	328001	338000	0.003020310037838210	0.011360226506391800	-2.1443172322780800
329	V	329001	339000	0.0031237601929948400	0.011637950320867000	-2.137242145660380
330	V	330001	340000	0.0032072833655841400	0.011942124022435100	-2.137154489942210
331	V	331001	341000	0.0032620381572110100	0.01154537571604190	-2.0958508487382900
332	V	332001	342000	0.002974653635495390	0.01101637797418430	-2.1317182925112500
333	V	333001	343000	0.003002196276430050	0.011161852353195200	-2.1349901867384900
334	V	334001	344000	0.0029535115819588000	0.011320551675752400	-2.1587777335227400
335	V	335001	345000	0.0030067997026656700	0.01101637797418430	-2.123196941053140
336	V	336001	346000	0.0030735449258010100	0.011254426958020200	-2.12306109494381
337	V	337001	347000	0.003056768189064800	0.011135402466102300	-2.118775706717290
338	V	338001	348000	0.0031400807140987600	0.011452801111216800	-2.1201683857319800
339	V	339001	349000	0.003111231173378770	0.011399901337031100	-2.1237758168189600
340	V	340001	350000	0.0030253657176052400	0.011347001562845300	-2.1420932605571100
341	V	341001	351000	0.0029294129351427000	0.011598275490227700	-2.1834609410317000
342	V	342001	352000	0.002883384946580120	0.011426351224124000	-2.183901476622050
343	V	343001	353000	0.0029175227112194400	0.011267651901566700	-2.16445780115138
344	V	344001	354000	0.0030323031210866600	0.011677625151506300	-2.1628361259676600
345	V	345001	355000	0.002977608686892610	0.01150570088540260	-2.1651678713318700
346	V	346001	356000	0.00305476208919894	0.011532150772495500	-2.147392521636120
347	V	347001	357000	0.002762536562365840	0.010857678651627000	-2.177013658398820
348	V	348001	358000	0.002767223041617650	0.011267651901566700	-2.2034173531492300
349	V	349001	359000	0.002809011485031	0.011307326732206000	-2.195194466241830
350	V	350001	360000	0.002901581601869170	0.011320551675752400	-2.1721761735281800
351	V	351001	361000	0.0028914415839430000	0.011333776619298900	-2.1756807311237400
352	V	352001	362000	0.0030658422450303000	0.011783424699877800	-2.161464310460480
353	V	353001	363000	0.0029688208650118700	0.011466026054763300	-2.1647390926908200
354	V	354001	364000	0.0027954647230381100	0.010778328990348400	-2.1625072432188000
355	V	355001	365000	0.0027993923752053300	0.010818003820987700	-2.1642829750846000
356	V	356001	366000	0.0027337082630640000	0.010685754385523300	-2.1726823069012800
357	V	357001	367000	0.00305563631216391	0.011849549417610000	-2.1683043130621600
358	V	358001	368000	0.0029354812721084900	0.0111089525790094	-2.1487159247628400
359	V	359001	369000	0.0028383339741022900	0.010698979329069800	-2.145074454393130
360	V	360001	370000	0.002747284870452590	0.010183206530758600	-2.131147353663140
361	V	361001	371000	0.002842947067945310	0.010103856869480000	-2.097203105037150
362	V	362001	372000	0.0027644422760174500	0.010090631925933500	-2.1188097161096600
363	V	363001	373000	0.0031072571151716700	0.011161852353195200	-2.107500810027800
364	V	364001	374000	0.003224767759117750	0.011809874586970700	-2.1238826708823800
