marker	chr	pos	trait	lod	threshold	iteration	var_exp	eff_size	ci_l_marker	ci_l_pos	ci_r_marker	ci_r_pos
I_800506	I	800506	thiabendazole.625.mean.TOF	0.009000140468451935	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_804813	I	804813	thiabendazole.625.mean.TOF	0.009000140468451935	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_813570	I	813570	thiabendazole.625.mean.TOF	0.003091426106181509	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_854751	I	854751	thiabendazole.625.mean.TOF	0.003091426106181509	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_860292	I	860292	thiabendazole.625.mean.TOF	0.003091426106181509	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_860921	I	860921	thiabendazole.625.mean.TOF	0.006284941479830979	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_863357	I	863357	thiabendazole.625.mean.TOF	0.004594864080335277	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_863911	I	863911	thiabendazole.625.mean.TOF	0.004594864080335277	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_865340	I	865340	thiabendazole.625.mean.TOF	0.08327284322950275	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_866896	I	866896	thiabendazole.625.mean.TOF	0.07434305282946038	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_867720	I	867720	thiabendazole.625.mean.TOF	0.04517401865152479	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_868905	I	868905	thiabendazole.625.mean.TOF	0.057676537518676164	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_875410	I	875410	thiabendazole.625.mean.TOF	0.027756492261707736	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_892612	I	892612	thiabendazole.625.mean.TOF	0.027756492261707736	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_895895	I	895895	thiabendazole.625.mean.TOF	0.027756492261707736	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_897038	I	897038	thiabendazole.625.mean.TOF	0.027756492261707736	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_902306	I	902306	thiabendazole.625.mean.TOF	0.027756492261707736	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_904446	I	904446	thiabendazole.625.mean.TOF	0.027756492261707736	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_904880	I	904880	thiabendazole.625.mean.TOF	0.027756492261707736	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_917584	I	917584	thiabendazole.625.mean.TOF	0.027756492261707736	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_920051	I	920051	thiabendazole.625.mean.TOF	0.015949238573182107	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_923181	I	923181	thiabendazole.625.mean.TOF	0.007001043799422594	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_938920	I	938920	thiabendazole.625.mean.TOF	0.007001043799422594	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_946888	I	946888	thiabendazole.625.mean.TOF	0.0010229019581972508	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_952449	I	952449	thiabendazole.625.mean.TOF	0.001077343239553699	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_965370	I	965370	thiabendazole.625.mean.TOF	0.001077343239553699	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_967082	I	967082	thiabendazole.625.mean.TOF	0.00192409882854342	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_977470	I	977470	thiabendazole.625.mean.TOF	0.00192409882854342	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_978053	I	978053	thiabendazole.625.mean.TOF	0.00192409882854342	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_994893	I	994893	thiabendazole.625.mean.TOF	0.009927899798196587	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1007788	I	1007788	thiabendazole.625.mean.TOF	0.0010555496910549563	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1011098	I	1011098	thiabendazole.625.mean.TOF	0.0010555496910549563	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1013825	I	1013825	thiabendazole.625.mean.TOF	0.0010555496910549563	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1016361	I	1016361	thiabendazole.625.mean.TOF	0.011297199029547827	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1017287	I	1017287	thiabendazole.625.mean.TOF	0.011297199029547827	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1032796	I	1032796	thiabendazole.625.mean.TOF	2.624820333454686e-4	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1036866	I	1036866	thiabendazole.625.mean.TOF	2.624820333454686e-4	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1041272	I	1041272	thiabendazole.625.mean.TOF	0.034007489951044204	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1041730	I	1041730	thiabendazole.625.mean.TOF	0.034007489951044204	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1045634	I	1045634	thiabendazole.625.mean.TOF	0.034007489951044204	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1047156	I	1047156	thiabendazole.625.mean.TOF	0.034007489951044204	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1056644	I	1056644	thiabendazole.625.mean.TOF	0.07363882911645969	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1058025	I	1058025	thiabendazole.625.mean.TOF	0.07363882911645969	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1059713	I	1059713	thiabendazole.625.mean.TOF	0.0777554373368175	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1062978	I	1062978	thiabendazole.625.mean.TOF	0.0777554373368175	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1068572	I	1068572	thiabendazole.625.mean.TOF	0.0777554373368175	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1071327	I	1071327	thiabendazole.625.mean.TOF	0.09878651262484762	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1073324	I	1073324	thiabendazole.625.mean.TOF	0.09878651262484762	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1076773	I	1076773	thiabendazole.625.mean.TOF	0.09878651262484762	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1077159	I	1077159	thiabendazole.625.mean.TOF	0.09409216599288195	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1080446	I	1080446	thiabendazole.625.mean.TOF	0.064252597363176	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1081807	I	1081807	thiabendazole.625.mean.TOF	0.04110414232791736	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1082876	I	1082876	thiabendazole.625.mean.TOF	0.04110414232791736	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1086901	I	1086901	thiabendazole.625.mean.TOF	0.04110414232791736	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1090742	I	1090742	thiabendazole.625.mean.TOF	0.04110414232791736	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1092278	I	1092278	thiabendazole.625.mean.TOF	0.04110414232791736	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1095070	I	1095070	thiabendazole.625.mean.TOF	0.04110414232791736	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1096109	I	1096109	thiabendazole.625.mean.TOF	0.04110414232791736	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1101268	I	1101268	thiabendazole.625.mean.TOF	0.04110414232791736	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1103446	I	1103446	thiabendazole.625.mean.TOF	0.0456833119035186	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1103766	I	1103766	thiabendazole.625.mean.TOF	0.0456833119035186	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1104862	I	1104862	thiabendazole.625.mean.TOF	0.0456833119035186	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1105690	I	1105690	thiabendazole.625.mean.TOF	0.0456833119035186	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1105738	I	1105738	thiabendazole.625.mean.TOF	0.0456833119035186	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1106188	I	1106188	thiabendazole.625.mean.TOF	0.0456833119035186	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1106565	I	1106565	thiabendazole.625.mean.TOF	0.0456833119035186	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1106756	I	1106756	thiabendazole.625.mean.TOF	0.0456833119035186	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1106769	I	1106769	thiabendazole.625.mean.TOF	0.02596270000560794	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1107290	I	1107290	thiabendazole.625.mean.TOF	0.036700481389035366	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1107620	I	1107620	thiabendazole.625.mean.TOF	0.02596270000560794	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1107751	I	1107751	thiabendazole.625.mean.TOF	0.0456833119035186	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1108196	I	1108196	thiabendazole.625.mean.TOF	0.0456833119035186	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1108435	I	1108435	thiabendazole.625.mean.TOF	0.0456833119035186	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1108849	I	1108849	thiabendazole.625.mean.TOF	0.06553183914579092	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1109120	I	1109120	thiabendazole.625.mean.TOF	0.0456833119035186	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1110038	I	1110038	thiabendazole.625.mean.TOF	0.0456833119035186	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1110143	I	1110143	thiabendazole.625.mean.TOF	0.0456833119035186	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1110587	I	1110587	thiabendazole.625.mean.TOF	0.04363761248957866	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1110829	I	1110829	thiabendazole.625.mean.TOF	0.04210427326324264	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1110891	I	1110891	thiabendazole.625.mean.TOF	0.04210427326324264	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1111335	I	1111335	thiabendazole.625.mean.TOF	0.04210427326324264	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1111822	I	1111822	thiabendazole.625.mean.TOF	0.0456833119035186	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1111982	I	1111982	thiabendazole.625.mean.TOF	0.0456833119035186	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1112236	I	1112236	thiabendazole.625.mean.TOF	0.0456833119035186	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1113907	I	1113907	thiabendazole.625.mean.TOF	0.0456833119035186	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1113918	I	1113918	thiabendazole.625.mean.TOF	0.018599979374518117	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1115179	I	1115179	thiabendazole.625.mean.TOF	2.3897867862844752e-5	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1115294	I	1115294	thiabendazole.625.mean.TOF	0.018599979374518117	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1115307	I	1115307	thiabendazole.625.mean.TOF	0.0456833119035186	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1124971	I	1124971	thiabendazole.625.mean.TOF	0.0456833119035186	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1126463	I	1126463	thiabendazole.625.mean.TOF	0.0456833119035186	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1128647	I	1128647	thiabendazole.625.mean.TOF	0.0456833119035186	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1135725	I	1135725	thiabendazole.625.mean.TOF	0.0456833119035186	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1146993	I	1146993	thiabendazole.625.mean.TOF	0.04491260793125667	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1156845	I	1156845	thiabendazole.625.mean.TOF	0.04602628730320733	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1169919	I	1169919	thiabendazole.625.mean.TOF	3.7459103657117075e-4	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1180974	I	1180974	thiabendazole.625.mean.TOF	3.7459103657117075e-4	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1182448	I	1182448	thiabendazole.625.mean.TOF	3.7459103657117075e-4	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1183342	I	1183342	thiabendazole.625.mean.TOF	0.0010573135707645472	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1185402	I	1185402	thiabendazole.625.mean.TOF	0.0028786654678892055	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1187276	I	1187276	thiabendazole.625.mean.TOF	0.006611090982126421	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1188668	I	1188668	thiabendazole.625.mean.TOF	0.006611090982126421	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1195173	I	1195173	thiabendazole.625.mean.TOF	0.001675483938293633	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1196470	I	1196470	thiabendazole.625.mean.TOF	0.041853135883966414	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1196513	I	1196513	thiabendazole.625.mean.TOF	0.001985660575429805	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1198263	I	1198263	thiabendazole.625.mean.TOF	0.001985660575429805	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1199049	I	1199049	thiabendazole.625.mean.TOF	0.001985660575429805	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1200447	I	1200447	thiabendazole.625.mean.TOF	0.001985660575429805	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1200512	I	1200512	thiabendazole.625.mean.TOF	0.001985660575429805	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1201793	I	1201793	thiabendazole.625.mean.TOF	0.001985660575429805	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1210926	I	1210926	thiabendazole.625.mean.TOF	0.001985660575429805	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1211692	I	1211692	thiabendazole.625.mean.TOF	0.001985660575429805	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1213163	I	1213163	thiabendazole.625.mean.TOF	0.001985660575429805	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1213450	I	1213450	thiabendazole.625.mean.TOF	0.001985660575429805	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1213532	I	1213532	thiabendazole.625.mean.TOF	0.001985660575429805	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1213625	I	1213625	thiabendazole.625.mean.TOF	0.001985660575429805	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1214348	I	1214348	thiabendazole.625.mean.TOF	0.001985660575429805	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1215000	I	1215000	thiabendazole.625.mean.TOF	0.001985660575429805	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1221189	I	1221189	thiabendazole.625.mean.TOF	0.001985660575429805	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1222416	I	1222416	thiabendazole.625.mean.TOF	0.001985660575429805	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1227294	I	1227294	thiabendazole.625.mean.TOF	0.001985660575429805	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1229032	I	1229032	thiabendazole.625.mean.TOF	0.001985660575429805	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1231531	I	1231531	thiabendazole.625.mean.TOF	0.026756984211201013	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1233395	I	1233395	thiabendazole.625.mean.TOF	0.012699581962663232	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1234526	I	1234526	thiabendazole.625.mean.TOF	0.012699581962663232	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1237086	I	1237086	thiabendazole.625.mean.TOF	0.04173405157871249	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1237844	I	1237844	thiabendazole.625.mean.TOF	0.04173405157871249	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1237890	I	1237890	thiabendazole.625.mean.TOF	0.05698757734050158	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1238141	I	1238141	thiabendazole.625.mean.TOF	0.032640563362079586	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1248624	I	1248624	thiabendazole.625.mean.TOF	0.005364884935532642	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1249364	I	1249364	thiabendazole.625.mean.TOF	0.008166912648887397	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1253971	I	1253971	thiabendazole.625.mean.TOF	0.0055958438477965245	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1267574	I	1267574	thiabendazole.625.mean.TOF	0.009970902497282098	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1269253	I	1269253	thiabendazole.625.mean.TOF	0.009970902497282098	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1270428	I	1270428	thiabendazole.625.mean.TOF	0.009970902497282098	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1273893	I	1273893	thiabendazole.625.mean.TOF	0.003238249013784304	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1280348	I	1280348	thiabendazole.625.mean.TOF	0.003238249013784304	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1281109	I	1281109	thiabendazole.625.mean.TOF	0.0072377311100901565	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1282314	I	1282314	thiabendazole.625.mean.TOF	0.026225949943529888	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1288030	I	1288030	thiabendazole.625.mean.TOF	0.0490108293855956	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1294610	I	1294610	thiabendazole.625.mean.TOF	0.07577867808453868	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1296794	I	1296794	thiabendazole.625.mean.TOF	0.07326769922970339	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1297082	I	1297082	thiabendazole.625.mean.TOF	0.0944103187964397	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1302564	I	1302564	thiabendazole.625.mean.TOF	0.17396243815692033	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1305437	I	1305437	thiabendazole.625.mean.TOF	0.2454540222100472	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1315291	I	1315291	thiabendazole.625.mean.TOF	0.2454540222100472	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1319456	I	1319456	thiabendazole.625.mean.TOF	0.2454540222100472	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1323149	I	1323149	thiabendazole.625.mean.TOF	0.2454540222100472	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1326154	I	1326154	thiabendazole.625.mean.TOF	0.2454540222100472	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1345627	I	1345627	thiabendazole.625.mean.TOF	0.2454540222100472	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1348421	I	1348421	thiabendazole.625.mean.TOF	0.23257174610765724	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1349871	I	1349871	thiabendazole.625.mean.TOF	0.23257174610765724	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1370806	I	1370806	thiabendazole.625.mean.TOF	0.23257174610765724	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1377453	I	1377453	thiabendazole.625.mean.TOF	0.21177993581110505	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1377549	I	1377549	thiabendazole.625.mean.TOF	0.19637511357539994	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1381124	I	1381124	thiabendazole.625.mean.TOF	0.15503420974997295	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1387757	I	1387757	thiabendazole.625.mean.TOF	0.12995320052268183	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1388441	I	1388441	thiabendazole.625.mean.TOF	0.12995320052268183	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1393874	I	1393874	thiabendazole.625.mean.TOF	0.16848915529745348	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1395878	I	1395878	thiabendazole.625.mean.TOF	0.16848915529745348	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1401681	I	1401681	thiabendazole.625.mean.TOF	0.16848915529745348	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1403694	I	1403694	thiabendazole.625.mean.TOF	0.16848915529745348	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1405907	I	1405907	thiabendazole.625.mean.TOF	0.12995320052268183	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1419429	I	1419429	thiabendazole.625.mean.TOF	0.12995320052268183	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1421474	I	1421474	thiabendazole.625.mean.TOF	0.09622890705554159	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1421598	I	1421598	thiabendazole.625.mean.TOF	0.09622890705554159	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1423022	I	1423022	thiabendazole.625.mean.TOF	0.09622890705554159	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1423968	I	1423968	thiabendazole.625.mean.TOF	0.09622890705554159	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1424395	I	1424395	thiabendazole.625.mean.TOF	0.09622890705554159	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1427548	I	1427548	thiabendazole.625.mean.TOF	0.09622890705554159	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1428538	I	1428538	thiabendazole.625.mean.TOF	0.09622890705554159	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1432003	I	1432003	thiabendazole.625.mean.TOF	0.09622890705554159	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1432662	I	1432662	thiabendazole.625.mean.TOF	0.06728680152694934	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1439676	I	1439676	thiabendazole.625.mean.TOF	0.10071554114049042	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1439691	I	1439691	thiabendazole.625.mean.TOF	0.10071554114049042	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1451409	I	1451409	thiabendazole.625.mean.TOF	0.10071554114049042	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1451570	I	1451570	thiabendazole.625.mean.TOF	0.10071554114049042	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1458735	I	1458735	thiabendazole.625.mean.TOF	0.10071554114049042	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1463479	I	1463479	thiabendazole.625.mean.TOF	0.10071554114049042	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1464461	I	1464461	thiabendazole.625.mean.TOF	0.10051218652888262	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1468649	I	1468649	thiabendazole.625.mean.TOF	0.05826198155975002	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1472091	I	1472091	thiabendazole.625.mean.TOF	0.05826198155975002	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1479698	I	1479698	thiabendazole.625.mean.TOF	0.08126963662409285	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1489796	I	1489796	thiabendazole.625.mean.TOF	0.04929746647726072	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1497898	I	1497898	thiabendazole.625.mean.TOF	0.05604124170248867	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1504302	I	1504302	thiabendazole.625.mean.TOF	0.04947988575836066	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1504824	I	1504824	thiabendazole.625.mean.TOF	0.04242380380234108	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1505527	I	1505527	thiabendazole.625.mean.TOF	0.04242380380234108	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1508520	I	1508520	thiabendazole.625.mean.TOF	0.04242380380234108	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1516275	I	1516275	thiabendazole.625.mean.TOF	0.06696310444922765	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1524356	I	1524356	thiabendazole.625.mean.TOF	0.06696310444922765	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1527522	I	1527522	thiabendazole.625.mean.TOF	0.0995465316656512	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1529135	I	1529135	thiabendazole.625.mean.TOF	0.0995465316656512	3.173026594603205	1	NA	NA	NA	NA	NA	NA
I_1529574	I	1529574	thiabendazole.625.mean.TOF	0.0995465316656512	3.173026594603205	1	NA	NA	NA	NA	NA	NA
