"","well.id","flag_id","Metadata_Experiment","Metadata_Plate","Metadata_Well","Metadata_Date","Metadata_Group","Metadata_Magnification","FileName_RawBF","drug","assay_type","food_conc_OD","food_type","plate","row","col","bleach","strain","well_censor","well_censor_reason","notes","concentration_um","diluent","class","i.dir","w.lab","mean_wormlength_um","min_wormlength_um","q10_wormlength_um","q25_wormlength_um","median_wormlength_um","sd_wormlength_um","q75_wormlength_um","q90_wormlength_um","max_wormlength_um","cv_wormlength_um","n","assay_bleach","median_wormlength_um_reg","assay_bleach_coeff","assay_bleach_se","assay_bleach_tvalue","assay_bleach_pvalue","control_median_wormlength_um_reg","median_wormlength_um_reg_delta"
"11","cypJB_p001_A11","cypJB_1_N2_Thiabendazole","cypJB","p001","A11",20230721,"p001_A11","m2x","20230721-cypJB-p001-m2x_A11.TIF","Thiabendazole","48h",10,"15hHB101",1,"A",11,1,"N2",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_N2",695.286826973112,578.641303044073,606.583922547288,641.711653794437,690.538448641035,74.5568068929746,746.452918297388,786.139945327763,834.322726410285,0.107231726534433,19,"cypJB_1",-4.27763851791395,694.816087158949,7.18134632469907,96.7529006043397,0,163.379887220163,-167.657525738076
"12","cypJB_p001_A12","cypJB_1_N2_Thiabendazole","cypJB","p001","A12",20230721,"p001_A12","m2x","20230721-cypJB-p001-m2x_A12.TIF","Thiabendazole","48h",10,"15hHB101",1,"A",12,1,"N2",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_N2",741.255485509057,664.511579096014,673.865965289401,696.289961750527,737.112337977585,57.2385296860549,778.4595928471,807.43280254738,870.749862392919,0.0772183556209994,18,"cypJB_1",42.2962508186362,694.816087158949,7.18134632469907,96.7529006043397,0,163.379887220163,-121.083636401526
"13","cypJB_p001_B01","cypJB_1_N2_Thiabendazole","cypJB","p001","B01",20230721,"p001_B01","m2x","20230721-cypJB-p001-m2x_B01.TIF","Thiabendazole","48h",10,"15hHB101",1,"B",1,1,"N2",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_N2",698.378209836805,533.134773724556,615.404541811904,644.620563591717,692.694801871463,81.2452387843163,762.038606088146,800.26921860006,840.944404780841,0.11633415481749,17,"cypJB_1",-2.12128528748576,694.816087158949,7.18134632469907,96.7529006043397,0,163.379887220163,-165.501172507648
"14","cypJB_p001_B02","cypJB_1_N2_Thiabendazole","cypJB","p001","B02",20230721,"p001_B02","m2x","20230721-cypJB-p001-m2x_B02.TIF","Thiabendazole","48h",10,"15hHB101",1,"B",2,1,"N2",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_N2",710.750105819319,556.909537153201,641.431784000241,663.264321911596,722.377087511546,69.1227798501203,764.941030908974,783.214683734058,793.836368232906,0.0972532811239456,19,"cypJB_1",27.5610003525967,694.816087158949,7.18134632469907,96.7529006043397,0,163.379887220163,-135.818886867566
"15","cypJB_p001_B03","cypJB_1_N2_Thiabendazole","cypJB","p001","B03",20230721,"p001_B03","m2x","20230721-cypJB-p001-m2x_B03.TIF","Thiabendazole","48h",10,"15hHB101",1,"B",3,1,"N2",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_N2",723.820950445419,610.722321038827,649.745465582216,690.846294278338,727.580111750528,55.3829242386592,767.940665161372,780.63874346485,834.282565309025,0.0765146742500036,24,"cypJB_1",32.7640245915785,694.816087158949,7.18134632469907,96.7529006043397,0,163.379887220163,-130.615862628584
"16","cypJB_p001_B04","cypJB_1_N2_Thiabendazole","cypJB","p001","B04",20230721,"p001_B04","m2x","20230721-cypJB-p001-m2x_B04.TIF","Thiabendazole","48h",10,"15hHB101",1,"B",4,1,"N2",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_N2",725.115234279454,643.054050358344,671.060394877893,688.764786860085,714.596285335856,50.8392706714968,764.67292462192,796.02703856178,829.317062399795,0.0701119880925074,24,"cypJB_1",19.7801981769064,694.816087158949,7.18134632469907,96.7529006043397,0,163.379887220163,-143.599689043256
"17","cypJB_p001_B05","cypJB_1_N2_Thiabendazole","cypJB","p001","B05",20230721,"p001_B05","m2x","20230721-cypJB-p001-m2x_B05.TIF","Thiabendazole","48h",10,"15hHB101",1,"B",5,1,"N2",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_N2",696.37457735641,546.273048814999,609.826737113353,637.031759937567,695.841189136892,81.3713716380471,754.401672142424,817.038976338617,839.020882721935,0.116850003265413,23,"cypJB_1",1.02510197794265,694.816087158949,7.18134632469907,96.7529006043397,0,163.379887220163,-162.35478524222
"18","cypJB_p001_B06","cypJB_1_N2_Thiabendazole","cypJB","p001","B06",20230721,"p001_B06","m2x","20230721-cypJB-p001-m2x_B06.TIF","Thiabendazole","48h",10,"15hHB101",1,"B",6,1,"N2",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_N2",711.29428324096,528.396456311648,620.260339181167,669.867727848757,721.467613507777,76.4837082370468,773.86105529708,794.376300461229,809.274742515888,0.107527517146004,22,"cypJB_1",26.6515263488274,694.816087158949,7.18134632469907,96.7529006043397,0,163.379887220163,-136.728360871335
"19","cypJB_p001_B07","cypJB_1_N2_Thiabendazole","cypJB","p001","B07",20230721,"p001_B07","m2x","20230721-cypJB-p001-m2x_B07.TIF","Thiabendazole","48h",10,"15hHB101",1,"B",7,1,"N2",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_N2",749.854515512228,677.235870089865,688.483013697588,717.622134825816,749.679626992131,46.6439999105665,780.339553402417,810.345611661865,841.649379701282,0.06220406618303,25,"cypJB_1",54.8635398331821,694.816087158949,7.18134632469907,96.7529006043397,0,163.379887220163,-108.51634738698
"20","cypJB_p001_B08","cypJB_1_N2_Thiabendazole","cypJB","p001","B08",20230721,"p001_B08","m2x","20230721-cypJB-p001-m2x_B08.TIF","Thiabendazole","48h",10,"15hHB101",1,"B",8,1,"N2",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_N2",701.114059526199,566.322485049318,610.108704541482,672.507940072986,702.252010519413,68.3953804434146,747.699488790651,791.274281052312,812.374527565207,0.0975524303272924,22,"cypJB_1",7.43592336046424,694.816087158949,7.18134632469907,96.7529006043397,0,163.379887220163,-155.943963859698
"21","cypJB_p001_B09","cypJB_1_N2_Thiabendazole","cypJB","p001","B09",20230721,"p001_B09","m2x","20230721-cypJB-p001-m2x_B09.TIF","Thiabendazole","48h",10,"15hHB101",1,"B",9,1,"N2",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_N2",747.587911788302,658.312008997377,694.668179970182,729.048715302447,751.775758716184,41.7512079692828,768.816285324886,779.556313988511,831.000625676054,0.0558478906773785,22,"cypJB_1",56.9596715572346,694.816087158949,7.18134632469907,96.7529006043397,0,163.379887220163,-106.420215662928
"22","cypJB_p001_B10","cypJB_1_N2_Thiabendazole","cypJB","p001","B10",20230721,"p001_B10","m2x","20230721-cypJB-p001-m2x_B10.TIF","Thiabendazole","48h",10,"15hHB101",1,"B",10,1,"N2",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_N2",705.810941500439,559.387416249215,617.019638714049,644.407867149013,705.771468934945,74.2594156007574,759.685115884293,776.108674486547,845.277249194652,0.105211482614444,20,"cypJB_1",10.9553817759953,694.816087158949,7.18134632469907,96.7529006043397,0,163.379887220163,-152.424505444167
"23","cypJB_p001_B11","cypJB_1_N2_Thiabendazole","cypJB","p001","B11",20230721,"p001_B11","m2x","20230721-cypJB-p001-m2x_B11.TIF","Thiabendazole","48h",10,"15hHB101",1,"B",11,1,"N2",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_N2",736.577030395914,617.794508415531,659.774763518918,698.990153984263,734.324710877758,59.7153387220645,781.429611459605,811.771521793575,838.587008988606,0.0810714103994897,25,"cypJB_1",39.5086237188086,694.816087158949,7.18134632469907,96.7529006043397,0,163.379887220163,-123.871263501354
"24","cypJB_p001_B12","cypJB_1_N2_Thiabendazole","cypJB","p001","B12",20230721,"p001_B12","m2x","20230721-cypJB-p001-m2x_B12.TIF","Thiabendazole","48h",10,"15hHB101",1,"B",12,1,"N2",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_N2",725.953443551712,644.218547887346,685.055959496849,707.432518028465,724.331949122845,37.3171307175001,744.576846167366,768.412049770172,802.184912041451,0.0514043029191057,18,"cypJB_1",29.5158619638961,694.816087158949,7.18134632469907,96.7529006043397,0,163.379887220163,-133.864025256266
"25","cypJB_p001_C01","cypJB_1_N2_Thiabendazole","cypJB","p001","C01",20230721,"p001_C01","m2x","20230721-cypJB-p001-m2x_C01.TIF","Thiabendazole","48h",10,"15hHB101",1,"C",1,1,"N2",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_N2",729.789008386628,639.544940719351,657.57777018379,686.300141360967,719.341352402131,61.6719204878553,770.632337885349,816.234111070044,853.633034260426,0.0845065077428278,24,"cypJB_1",24.5252652431815,694.816087158949,7.18134632469907,96.7529006043397,0,163.379887220163,-138.854621976981
"26","cypJB_p001_C02","cypJB_1_N2_Thiabendazole","cypJB","p001","C02",20230721,"p001_C02","m2x","20230721-cypJB-p001-m2x_C02.TIF","Thiabendazole","48h",10,"15hHB101",1,"C",2,1,"N2",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_N2",695.854518324099,601.931279096014,643.16518967566,646.325232354818,692.384395262039,52.9012204761445,726.601208988606,761.972196798831,793.90218330378,0.0760233915036611,17,"cypJB_1",-2.43169189691003,694.816087158949,7.18134632469907,96.7529006043397,0,163.379887220163,-165.811579117073
"27","cypJB_p001_C03","cypJB_1_N2_Thiabendazole","cypJB","p001","C03",20230721,"p001_C03","m2x","20230721-cypJB-p001-m2x_C03.TIF","Thiabendazole","48h",10,"15hHB101",1,"C",3,1,"N2",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_N2",712.458472479393,604.137341380425,652.348643979711,674.095923939287,710.172870089866,54.7019218269566,761.570453984264,784.967771805203,800.489583303781,0.0767791021371267,23,"cypJB_1",15.3567829309164,694.816087158949,7.18134632469907,96.7529006043397,0,163.379887220163,-148.023104289246
"28","cypJB_p001_C04","cypJB_1_N2_Thiabendazole","cypJB","p001","C04",20230721,"p001_C04","m2x","20230721-cypJB-p001-m2x_C04.TIF","Thiabendazole","48h",10,"15hHB101",1,"C",4,1,"N2",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_N2",743.529994251492,626.288795201617,676.346315972407,705.010283621732,749.92252459294,51.0299686745547,778.063193353099,805.692607542761,820.308579677861,0.0686320243555559,26,"cypJB_1",55.1064374339904,694.816087158949,7.18134632469907,96.7529006043397,0,163.379887220163,-108.273449786172
"29","cypJB_p001_C05","cypJB_1_N2_Thiabendazole","cypJB","p001","C05",20230721,"p001_C05","m2x","20230721-cypJB-p001-m2x_C05.TIF","Thiabendazole","48h",10,"15hHB101",1,"C",5,1,"N2",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_N2",728.105351291435,581.797884467472,664.469367249946,701.059113529776,742.628387088719,53.0891271191911,766.92818603928,777.902809879382,799.978134132549,0.0729140735266227,28,"cypJB_1",47.8122999297701,694.816087158949,7.18134632469907,96.7529006043397,0,163.379887220163,-115.567587290392
"30","cypJB_p001_C06","cypJB_1_N2_Thiabendazole","cypJB","p001","C06",20230721,"p001_C06","m2x","20230721-cypJB-p001-m2x_C06.TIF","Thiabendazole","48h",10,"15hHB101",1,"C",6,1,"N2",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_N2",731.023856499684,669.015820456981,681.143243276811,698.43336204145,713.529249194651,45.262933736844,770.094008427242,797.647970967158,811.581224664747,0.0619171773046829,19,"cypJB_1",18.713162035702,694.816087158949,7.18134632469907,96.7529006043397,0,163.379887220163,-144.666725184461
"31","cypJB_p001_C07","cypJB_1_N2_Thiabendazole","cypJB","p001","C07",20230721,"p001_C07","m2x","20230721-cypJB-p001-m2x_C07.TIF","Thiabendazole","48h",10,"15hHB101",1,"C",7,1,"N2",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_N2",746.207848809898,691.032576043169,700.00377793948,711.168408124608,730.676955434493,43.6036219449017,778.664658344548,810.824333202512,821.80999346485,0.0584336147287163,18,"cypJB_1",35.860868275544,694.816087158949,7.18134632469907,96.7529006043397,0,163.379887220163,-127.519018944619
"32","cypJB_p001_C08","cypJB_1_N2_Thiabendazole","cypJB","p001","C08",20230721,"p001_C08","m2x","20230721-cypJB-p001-m2x_C08.TIF","Thiabendazole","48h",10,"15hHB101",1,"C",8,1,"N2",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_N2",723.692313890053,649.94062585667,654.360947108501,684.935846150579,715.692730036205,52.9175385669452,744.205810877758,810.163055986,821.980674787515,0.0731215981588893,25,"cypJB_1",20.8766428772558,694.816087158949,7.18134632469907,96.7529006043397,0,163.379887220163,-142.503244342907
"33","cypJB_p001_C09","cypJB_1_N2_Thiabendazole","cypJB","p001","C09",20230721,"p001_C09","m2x","20230721-cypJB-p001-m2x_C09.TIF","Thiabendazole","48h",10,"15hHB101",1,"C",9,1,"N2",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_N2",736.233823310586,649.247737726276,690.765881216258,701.869362288373,732.791439061812,45.4196709509026,765.988490412005,786.633525300254,811.363783885626,0.0616919102502874,13,"cypJB_1",37.9753519028629,694.816087158949,7.18134632469907,96.7529006043397,0,163.379887220163,-125.4045353173
"34","cypJB_p001_C10","cypJB_1_N2_Thiabendazole","cypJB","p001","C10",20230721,"p001_C10","m2x","20230721-cypJB-p001-m2x_C10.TIF","Thiabendazole","48h",10,"15hHB101",1,"C",10,1,"N2",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_N2",693.893904496982,565.757375470095,587.662404928701,629.090105002494,715.114289559718,75.305387819902,744.245901527892,765.597720164166,824.498422784366,0.108525795271962,18,"cypJB_1",20.2982024007691,694.816087158949,7.18134632469907,96.7529006043397,0,163.379887220163,-143.081684819393
"35","cypJB_p001_C11","cypJB_1_N2_Thiabendazole","cypJB","p001","C11",20230721,"p001_C11","m2x","20230721-cypJB-p001-m2x_C11.TIF","Thiabendazole","48h",10,"15hHB101",1,"C",11,1,"N2",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_N2",727.183931182471,583.824246732425,661.156662972404,690.855800277766,733.185312358199,57.6786232520722,773.77760895051,791.849757993878,814.691762256181,0.0793177912475063,30,"cypJB_1",38.3692251992497,694.816087158949,7.18134632469907,96.7529006043397,0,163.379887220163,-125.010662020913
"36","cypJB_p001_C12","cypJB_1_N2_Thiabendazole","cypJB","p001","C12",20230721,"p001_C12","m2x","20230721-cypJB-p001-m2x_C12.TIF","Thiabendazole","48h",10,"15hHB101",1,"C",12,1,"N2",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_N2",731.80026690719,659.547488703468,684.832923621671,709.55677641614,732.801648557095,37.0629019397575,752.21767728891,766.937331459605,815.771067771253,0.0506461989914223,18,"cypJB_1",37.9855613981454,694.816087158949,7.18134632469907,96.7529006043397,0,163.379887220163,-125.394325822017
"37","cypJB_p001_D01","cypJB_1_N2_Thiabendazole","cypJB","p001","D01",20230721,"p001_D01","m2x","20230721-cypJB-p001-m2x_D01.TIF","Thiabendazole","48h",10,"15hHB101",1,"D",1,1,"N2",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_N2",734.541781627598,648.414273724556,689.368586857893,709.914301439265,738.307308136318,37.6532990038966,765.191210198442,778.289665309026,802.12811566737,0.0512609356549663,26,"cypJB_1",43.4912209773689,694.816087158949,7.18134632469907,96.7529006043397,0,163.379887220163,-119.888666242794
"38","cypJB_p001_D02","cypJB_1_N2_Thiabendazole","cypJB","p001","D02",20230721,"p001_D02","m2x","20230721-cypJB-p001-m2x_D02.TIF","Thiabendazole","48h",10,"15hHB101",1,"D",2,1,"N2",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_N2",696.551186380069,559.614572617324,611.406131661865,655.954613205143,708.728252676958,60.4590193248088,748.646365309025,763.968010877758,766.599643823194,0.0867976690112472,25,"cypJB_1",13.9121655180083,694.816087158949,7.18134632469907,96.7529006043397,0,163.379887220163,-149.467721702154
"39","cypJB_p001_D03","cypJB_1_N2_Thiabendazole","cypJB","p001","D03",20230721,"p001_D03","m2x","20230721-cypJB-p001-m2x_D03.TIF","Thiabendazole","48h",10,"15hHB101",1,"D",3,1,"N2",NA,NA,NA,32.5,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Thiabendazole_N2",724.011849626841,538.922988093391,606.036978478677,684.810490488198,744.068692301158,77.6211705683406,777.567342038464,799.438286264841,873.927448612806,0.107209806867591,27,"cypJB_1",49.2526051422084,694.816087158949,7.18134632469907,96.7529006043397,0,163.379887220163,-114.127282077954
