,chrom,start,end,pi,theta,td
33,V,33001,43000,0.003430589187834629,0.009614533958261706,-1.8762919343464641
34,V,34001,44000,0.0033098639498541416,0.009455834635704428,-1.8958044491677544
35,V,35001,45000,0.0034173870401568726,0.009614533958261706,-1.88029764334346
36,V,36001,46000,0.0034663535633851607,0.009786458224365423,-1.8841901255056237
37,V,37001,47000,0.003458416651236991,0.00990548271628338,-1.8991304121047279
38,V,38001,48000,0.0035063045592180105,0.009574859127622386,-1.8488474119600036
39,V,39001,49000,0.0035662748140046076,0.009733558450179662,-1.848541247962246
40,V,40001,50000,0.0036847520591104994,0.010011282264654899,-1.8440851277283248
41,V,41001,51000,0.0035514023938374058,0.010117081813026417,-1.893936909521551
42,V,42001,52000,0.003363341332494359,0.009680658675993903,-1.9037736347433334
43,V,43001,53000,0.003344856945269683,0.009336810143786472,-1.871657519488419
44,V,44001,54000,0.003454585966028914,0.008860712176114638,-1.7785906088133754
45,V,45001,55000,0.0032464655352576373,0.008344939377803489,-1.780064068113422
46,V,46001,56000,0.003404942336987249,0.008424289039082128,-1.7360864548500885
47,V,47001,57000,0.003434909062833914,0.008662338022918043,-1.75882474532154
48,V,48001,58000,0.0033818536466230383,0.008649113079371603,-1.7749111565129567
49,V,49001,59000,0.0034540930793658595,0.008860712176114638,-1.7787527662540363
50,V,50001,60000,0.00332237832626735,0.008715237797103802,-1.8035721164115006
51,V,51001,61000,0.0032485336371118343,0.008609438248732284,-1.814715001980699
52,V,52001,62000,0.003049610007637514,0.008411064095535686,-1.8573025176231295
53,V,53001,63000,0.003160973398873439,0.00935003508733291,-1.9305154676378988
54,V,54001,64000,0.0031435300414915774,0.009971607434015579,-1.9981341793645107
55,V,55001,65000,0.003215301306385902,0.010275781135583693,-2.005455837815109
56,V,56001,66000,0.003040696091102072,0.009760008337272544,-2.0085890578866032
57,V,57001,67000,0.0028985490251476507,0.009521959353436627,-2.0290070383463403
58,V,58001,68000,0.00310230706139034,0.00995838249046914,-2.0089705942431
59,V,59001,69000,0.002753124440506887,0.009217785651868513,-2.045163586854278
60,V,60001,70000,0.0026664772174279485,0.009085536216404115,-2.0600385019499843
61,V,61001,71000,0.002603862866819807,0.008966511724486158,-2.0688008835479437
62,V,62001,72000,0.0028339881662167842,0.009336810143786472,-2.0312334307326707
63,V,63001,73000,0.0027581555034228863,0.008940061837393277,-2.0159270055792216
64,V,64001,74000,0.002619911510371108,0.009059086329311237,-2.072474961106738
65,V,65001,75000,0.002694345104829237,0.009376484974425791,-2.0784883904815556
66,V,66001,76000,0.002837919921045864,0.010037732151747778,-2.093146985307159
67,V,67001,77000,0.0031888456709106513,0.010381580683955213,-2.022360211906683
68,V,68001,78000,0.0031342927694900146,0.009998057321108459,-2.0033059755188867
69,V,69001,79000,0.003364276325795163,0.010844453708080603,-2.0140674126427505
70,V,70001,80000,0.0035996636885613654,0.010950253256452122,-1.9601917037999355
71,V,71001,81000,0.0036116039775371186,0.010923803369359242,-1.9546412304102005
72,V,72001,82000,0.0037193207841285684,0.011267651901566676,-1.9566217240925372
73,V,73001,83000,0.0036663014543730187,0.01106927774837008,-1.9530866341862896
74,V,74001,84000,0.0038003835893133074,0.01106927774837008,-1.9177124798954823
75,V,75001,85000,0.0037994040087795783,0.010857678651627043,-1.8981705488027283
76,V,76001,86000,0.0036224348432022757,0.010381580683955213,-1.9004492157743553
77,V,77001,87000,0.003511114300079821,0.010408030571048091,-1.934295282384192
78,V,78001,88000,0.003269973504784622,0.010262556192037253,-1.9887100556624757
79,V,79001,89000,0.003436728419204152,0.009879032829190502,-1.9027678751116082
80,V,80001,90000,0.003325793940967826,0.009707108563086785,-1.9178626005814823
81,V,81001,91000,0.0033930081043525915,0.009693883619540345,-1.8962494829834406
82,V,82001,92000,0.0030761663350529532,0.008860712176114638,-1.9030889234455441
83,V,83001,93000,0.0031497499210421413,0.008953286780939717,-1.8897695255122828
84,V,84001,94000,0.0032540835034215684,0.008688787910010922,-1.8230491191625016
85,V,85001,95000,0.0034625528461615296,0.009111986103496995,-1.807829059301828
86,V,86001,96000,0.0035574527339522076,0.009561634184075947,-1.8317445571801185
87,V,87001,97000,0.0034682848026424025,0.00942938474861155,-1.8438931593187835
88,V,88001,98000,0.0036457928897080834,0.00993193260337626,-1.8468339269154739
89,V,89001,99000,0.0033267543605705477,0.009693883619540345,-1.9161885576548239
90,V,90001,100000,0.0032454699816565798,0.00993193260337626,-1.9644466370980727
91,V,91001,101000,0.003179000080778642,0.009720333506633224,-1.9633022726598728
92,V,92001,102000,0.003514649683415328,0.010381580683955213,-1.9307548530864216
93,V,93001,103000,0.003379708443039251,0.010315455966223012,-1.962508224978704
94,V,94001,104000,0.0031603995627964773,0.010222881361397934,-2.016324315897903
95,V,95001,105000,0.00301902939782249,0.009839357998551183,-2.0224764236749007
96,V,96001,106000,0.0029617208644283585,0.00938970991797223,-1.9966421198515376
97,V,97001,107000,0.003012767812729293,0.009548409240529507,-1.9966200528792062
98,V,98001,108000,0.0029813848913704945,0.009138435990589874,-1.9646145034684908
99,V,99001,109000,0.002995303540744886,0.00927068542605427,-1.9740516525165124
100,V,100001,110000,0.0029735651553510624,0.009032636442218356,-1.9557974820451007
101,V,101001,111000,0.002873164679734483,0.008979736668032597,-1.9826396594349394
102,V,102001,112000,0.002597940634422278,0.008649113079371603,-2.039066732834125
103,V,103001,113000,0.002553746985695105,0.008490413756814325,-2.037525279928699
104,V,104001,114000,0.002628862211552453,0.008556538474546526,-2.0188629891213625
105,V,105001,115000,0.002818726850318754,0.008900387006753958,-1.991998502704774
106,V,106001,116000,0.002823278441818852,0.009059086329311237,-2.0070204758359167
107,V,107001,117000,0.0027430160257213777,0.009019411498671918,-2.0288916931911998
108,V,108001,118000,0.0028984637029290904,0.009588084071168826,-2.0352736152243764
109,V,109001,119000,0.002991606333920138,0.00990548271628338,-2.0366400422769937
110,V,110001,120000,0.003087465998032036,0.00991870765982982,-2.009636502975367
111,V,111001,121000,0.0032230911505841176,0.00991870765982982,-1.9697378621741666
112,V,112001,122000,0.003411918857096574,0.010196431474305056,-1.9419501024578072
113,V,113001,123000,0.003554522062981523,0.010236106304944374,-1.9051333763521883
114,V,114001,124000,0.00353543450094505,0.010156756643665736,-1.9025850460157399
115,V,115001,125000,0.0032678516228824535,0.00990548271628338,-1.9552656893270033
116,V,116001,126000,0.003284032762923349,0.00990548271628338,-1.9504991653230381
117,V,117001,127000,0.00325845334591677,0.009495509466343748,-1.9159294853629796
118,V,118001,128000,0.0031419698497558886,0.009244235538961393,-1.9250396637108795
119,V,119001,129000,0.003107756042330349,0.00888716206320752,-1.8957894622817522
120,V,120001,130000,0.0031062730676580715,0.00888716206320752,-1.896275914997893
121,V,121001,131000,0.0030437142753134056,0.008913611950300398,-1.9198101914398449
122,V,122001,132000,0.002769171855812883,0.00829203960361773,-1.9404195098478818
123,V,123001,133000,0.0026969326617981276,0.00823913982943197,-1.9595964186746273
124,V,124001,134000,0.0028124276523149756,0.008450738926175006,-1.9441266139396558
125,V,125001,135000,0.002801338860054217,0.008040765676235373,-1.8977949389744513
126,V,126001,136000,0.0026604154984964466,0.00772336703112082,-1.9084666810983513
127,V,127001,137000,0.002555393894869142,0.00773659197466726,-1.9497349785784075
128,V,128001,138000,0.0026373016098600985,0.00767046725693506,-1.9101886274127338
129,V,129001,139000,0.0027318407537976733,0.008106890393967574,-1.931194094152033
130,V,130001,140000,0.002812025521782311,0.008543313531000084,-1.9549702194839285
131,V,131001,141000,0.0030282588995897805,0.009072311272857675,-1.9424922225213486
132,V,132001,142000,0.003231970074378735,0.009640983845354584,-1.9392898602295696
133,V,133001,143000,0.003304589743593812,0.00995838249046914,-1.9496976232154173
134,V,134001,144000,0.003137600095740674,0.010037732151747778,-2.0060232334482007
135,V,135001,145000,0.003274320207101549,0.010672529441976886,-2.023847440657657
136,V,136001,146000,0.003391698940597703,0.011214752127380916,-2.03733055283004
137,V,137001,147000,0.0035567567544496606,0.01155860065958835,-2.0223267318184073
138,V,138001,148000,0.003545498191806393,0.01154537571604191,-2.024129764106553
139,V,139001,149000,0.0034292234259328835,0.011095727635462958,-2.017824819813295
140,V,140001,150000,0.003279799229873553,0.010553504950058927,-2.0120606707058157
141,V,141001,151000,0.0032365806352215466,0.010315455966223012,-2.003007031938805
142,V,142001,152000,0.0033260104370514106,0.010394805627501651,-1.9850030929129463
143,V,143001,153000,0.0032737544264845467,0.010156756643665736,-1.9777767654000902
144,V,144001,154000,0.0031818489107334736,0.009548409240529507,-1.9449662535440717
145,V,145001,155000,0.0029761474555151206,0.009191335764775634,-1.971849661393782
146,V,146001,156000,0.003135470331877267,0.009257460482507833,-1.928526681878676
147,V,147001,157000,0.0033521629578409672,0.009733558450179662,-1.912717734912621
148,V,148001,158000,0.003308138600462344,0.009442609692157988,-1.8948852144026809
149,V,149001,159000,0.0031193383963571235,0.008953286780939717,-1.8996722406946802
150,V,150001,160000,0.0031223974568565546,0.008741687684196682,-1.8736642351483865
151,V,151001,161000,0.002942025387673107,0.00827881466007129,-1.8780088407252276
152,V,152001,162000,0.0026754979788095458,0.007591117595656422,-1.8848754471422207
153,V,153001,163000,0.0024860962570663857,0.0069166454747879936,-1.8626532925202859
154,V,154001,164000,0.0026971251676901446,0.007538217821470663,-1.8691885684987388
155,V,155001,165000,0.0028968668047030873,0.00767046725693506,-1.8116783620990153
156,V,156001,166000,0.0028195306776032823,0.007419193329552705,-1.8041586642425613
157,V,157001,167000,0.0026002005155935154,0.006784396039323597,-1.7929753137441276
158,V,158001,168000,0.002425284913118076,0.006480222337755482,-1.8181562552078332
159,V,159001,169000,0.002549580733703946,0.006890195587695115,-1.8317688991607777
160,V,160001,170000,0.0025212437262498366,0.007379518498913386,-1.9157315130391916
161,V,161001,171000,0.0026041725739340458,0.007472093103738465,-1.896004461620745
162,V,162001,172000,0.0029677096973691995,0.00827881466007129,-1.8689705672961718
163,V,163001,173000,0.0030423938222110722,0.008622663192278723,-1.8861013736256487
164,V,164001,174000,0.0027811065637679128,0.007789491748853019,-1.8720342958667544
165,V,165001,175000,0.0029084151045454727,0.00833171443425705,-1.8964495209752177
166,V,166001,176000,0.002983711252910139,0.008926836893846839,-1.9409060581430926
167,V,167001,177000,0.0030468951432140456,0.009508734409890187,-1.9822417495343014
168,V,168001,178000,0.00316596741341116,0.010077406982387098,-2.0014622213985755
169,V,169001,179000,0.003114657880873343,0.00993193260337626,-2.002878526426316
170,V,170001,180000,0.003152539501538264,0.009773233280818982,-1.9764529092371477
171,V,171001,181000,0.00320038958850798,0.00989225777273694,-1.973856671647584
172,V,172001,182000,0.0029286036006903908,0.00942938474861155,-2.0108278669250774
173,V,173001,183000,0.0028606040477174247,0.009059086329311237,-1.9950070757018816
174,V,174001,184000,0.002935046448227621,0.009164885877682754,-1.9821527702449406
175,V,175001,185000,0.002674643245282845,0.008397839151989248,-1.985709091447949
176,V,176001,186000,0.0026062702603132926,0.007895291297224537,-1.9507040161800546
177,V,177001,187000,0.0027118350973838975,0.007630792426295742,-1.876450079995082
178,V,178001,188000,0.002847209521630252,0.007829166579492338,-1.8528146334439077
179,V,179001,189000,0.0030083050706048923,0.008358164321349929,-1.8649044744726064
180,V,180001,190000,0.003009851829578494,0.008569763418092964,-1.8907135225931488
181,V,181001,191000,0.002933968498598916,0.008754912627743121,-1.9379972103137615
182,V,182001,192000,0.0030389612546943973,0.008979736668032597,-1.92880997142931
183,V,183001,193000,0.003156762651022038,0.009402934861518669,-1.9374609578529942
184,V,184001,194000,0.003296033249512979,0.009773233280818982,-1.9336162149122247
185,V,185001,195000,0.0031607553413164563,0.00942938474861155,-1.9390184675953772
186,V,186001,196000,0.0031837909135479865,0.009217785651868513,-1.9089177172030365
187,V,187001,197000,0.0031049426674282987,0.00883426228902176,-1.8905126261710086
188,V,188001,198000,0.002970121569016797,0.008543313531000084,-1.9010428887225963
189,V,189001,199000,0.0028079884741994015,0.007868841410131657,-1.872761848157054
190,V,190001,200000,0.0027324148038309266,0.007591117595656422,-1.8630509093678949
191,V,191001,201000,0.0028649388635137696,0.00767046725693506,-1.8237956644953672
192,V,192001,202000,0.002853416852277331,0.007551442765017103,-1.8108056631362572
193,V,193001,203000,0.002891647363655395,0.00773659197466726,-1.8231995441743194
194,V,194001,204000,0.0028642191033925258,0.007604342539202862,-1.814453927416214
195,V,195001,205000,0.0031810702094188493,0.008053990619781815,-1.7621712953543573
196,V,196001,206000,0.0030196253118189974,0.008120115337514012,-1.8295924132754156
197,V,197001,207000,0.0028953507834300757,0.008199464998792651,-1.8843992881112752
198,V,198001,208000,0.0027241443127424604,0.00772336703112082,-1.8844442669332726
199,V,199001,209000,0.0029068583039093907,0.008093665450421133,-1.866575994667123
200,V,200001,210000,0.003066766788565367,0.008437513982628568,-1.854744159730859
201,V,201001,211000,0.002977349828768258,0.00827881466007129,-1.8655782182508722
202,V,202001,212000,0.0029681481158631913,0.00826558971652485,-1.8671165626150399
203,V,203001,213000,0.0030847533677023963,0.008543313531000084,-1.8619414245707695
204,V,204001,214000,0.0028561504620177288,0.008199464998792651,-1.8983260353048423
205,V,205001,215000,0.00263223917859391,0.00772336703112082,-1.9190876730994513
206,V,206001,216000,0.002611857758405157,0.007591117595656422,-1.909278045032392
207,V,207001,217000,0.002756720891706493,0.007763041861760139,-1.8775735255102408
208,V,208001,218000,0.00288018367025924,0.008146565224606894,-1.883025323574292
209,V,209001,219000,0.0028199121246253282,0.008173015111699771,-1.9078987347461938
210,V,210001,220000,0.002870816868155184,0.008384614208442808,-1.9160455283965707
211,V,211001,221000,0.002954848402660372,0.008371389264896369,-1.8851943164057419
212,V,212001,222000,0.003089715165928704,0.008609438248732284,-1.8684764999232162
213,V,213001,223000,0.00304299998085497,0.008424289039082128,-1.861274703283998
214,V,214001,224000,0.003290618309792279,0.008609438248732284,-1.8004689572551305
215,V,215001,225000,0.003412979391557617,0.009257460482507833,-1.8411068048634387
216,V,216001,226000,0.0033274432101064043,0.008966511724486158,-1.833530371690988
217,V,217001,227000,0.0032205609747734116,0.0088474872325682,-1.853975198000701
218,V,218001,228000,0.0033481576261000377,0.009482284522797308,-1.8869172518200457
219,V,219001,229000,0.0034977340073139786,0.00991870765982982,-1.8889425488927873
220,V,220001,230000,0.0033413978492799474,0.009482284522797308,-1.8889966250894754
221,V,221001,231000,0.003314294145736723,0.009654208788901025,-1.9157749749829336
222,V,222001,232000,0.0033400425820268404,0.009971607434015579,-1.9406277392138498
223,V,223001,233000,0.0033356783864838236,0.010090631925933537,-1.9536023328879242
224,V,224001,234000,0.0032648730354693165,0.010328680909769452,-1.9962040767786575
225,V,225001,235000,0.003301903178445467,0.010381580683955213,-1.9905721640387875
226,V,226001,236000,0.003504412284527031,0.011056052804823639,-1.9946739106367068
227,V,227001,237000,0.0037201336318800258,0.011651175264413428,-1.9886151721855452
228,V,228001,238000,0.0036369065934788204,0.01101637797418432,-1.956166795674795
229,V,229001,239000,0.003592472936735171,0.010698979329069767,-1.9392791092585144
230,V,230001,240000,0.003748028226541814,0.010778328990348404,-1.9044638383737538
231,V,231001,241000,0.003622462739002148,0.010976703143545001,-1.9564737966051289
232,V,232001,242000,0.003477150055000987,0.01050060517587317,-1.9525496167428493
233,V,233001,243000,0.0036216391361937935,0.010910578425812802,-1.950768039648836
234,V,234001,244000,0.003634234253830057,0.011161852353195159,-1.969616197111957
235,V,235001,245000,0.0036148476974635756,0.010619629667791128,-1.9256957388989746
236,V,236001,246000,0.003584772016791156,0.010791553933894846,-1.9498965896002365
237,V,237001,247000,0.0035131468740574098,0.010818003820987724,-1.9716353177313937
238,V,238001,248000,0.0035242960001802934,0.011333776619298875,-2.012587327077613
239,V,239001,249000,0.0033416286513336816,0.01154537571604191,-2.075712854424548
240,V,240001,250000,0.003206931833116134,0.011479250998309713,-2.1050362516227765
241,V,241001,251000,0.0032763199922946433,0.011294101788659555,-2.0734762371345914
242,V,242001,252000,0.0033447680826596497,0.011320551675752435,-2.0578297504438097
243,V,243001,253000,0.0033857470519698383,0.011227977070927356,-2.0399361779900134
244,V,244001,254000,0.0035103908975954263,0.011161852353195159,-2.002020056755821
245,V,245001,255000,0.0036796880654200435,0.01206114851435306,-2.030589343522877
246,V,246001,256000,0.003660774628899413,0.011743749869238507,-2.0108426382156233
247,V,247001,257000,0.0036280024799293428,0.01161150043377411,-2.008560873150834
248,V,248001,258000,0.0036617885080906377,0.011333776619298875,-1.9771540258781655
249,V,249001,259000,0.0036906210944576984,0.010844453708080603,-1.9261977900043592
250,V,250001,260000,0.0036302650243881063,0.01047415528878029,-1.9073980289043682
251,V,251001,261000,0.003773135284687011,0.01050060517587317,-1.8702644968354807
252,V,252001,262000,0.0036068520194426656,0.00985258294209762,-1.8496212338961509
253,V,253001,263000,0.0032265103390262135,0.00887393711966108,-1.8552331330265
254,V,254001,264000,0.0032093884826039677,0.008675562966464483,-1.8363752466765484
255,V,255001,265000,0.0030226711602181697,0.008543313531000084,-1.8831179675391712
256,V,256001,266000,0.0028034417780810807,0.00767046725693506,-1.8471350579208188
257,V,257001,267000,0.0023905056441607957,0.006281848184558886,-1.799212676276402
258,V,258001,268000,0.0025473913678573587,0.006347972902291084,-1.739170262717888
259,V,259001,269000,0.0028796960482050235,0.00714146951507747,-1.7359155586065422
260,V,260001,270000,0.002990826134181617,0.007749816918213699,-1.7878293770551141
261,V,261001,271000,0.002913489278446942,0.007987865902049614,-1.850063201388703
262,V,262001,272000,0.0030621831737684927,0.008913611950300398,-1.9137697489241543
263,V,263001,273000,0.0032644604837466893,0.009984832377562019,-1.9640317006950743
264,V,264001,274000,0.0034131608042059724,0.010857678651627043,-2.002042318136577
265,V,265001,275000,0.003379078858556625,0.010712204272616205,-1.9986684872147955
266,V,266001,276000,0.003711588910952514,0.011571825603134791,-1.984283250719473
267,V,267001,277000,0.0041683689631958325,0.012801745352953689,-1.971371202390987
268,V,268001,278000,0.003930222433579136,0.012524021538478453,-2.0055726512696244
269,V,269001,279000,0.0037195666107812785,0.011889224248249345,-2.0077053233758373
270,V,270001,280000,0.0035850884996814314,0.011598275490227669,-2.018313324944576
271,V,271001,281000,0.0034800640291152434,0.011439576167670393,-2.032412834669798
272,V,272001,282000,0.0033583241894941237,0.010910578425812802,-2.021240074326793
273,V,273001,283000,0.003480451185022917,0.010593179780698247,-1.9602172288032662
274,V,274001,284000,0.003288771516220575,0.010064182038840658,-1.9646279372495268
275,V,275001,285000,0.003348337538878053,0.009773233280818982,-1.918001995567917
276,V,276001,286000,0.003213108424156811,0.009799683167911863,-1.9610033754538239
277,V,277001,287000,0.00306381068614571,0.009601309014715266,-1.986274446188868
278,V,278001,288000,0.0030785940176926425,0.009786458224365423,-1.9997914875487437
279,V,279001,289000,0.0030970747621585836,0.009998057321108459,-2.0141686815344038
280,V,280001,290000,0.0030215593036860408,0.010064182038840658,-2.042109969691244
281,V,281001,291000,0.0030985354333573733,0.010289006079130135,-2.039773471567103
282,V,282001,292000,0.003152250747783619,0.010870903595173483,-2.073258205949489
283,V,283001,293000,0.0030929883802939028,0.010818003820987724,-2.085039225756871
284,V,284001,294000,0.003129226799683565,0.010659304498430448,-2.0624579430750645
285,V,285001,295000,0.003181376465750422,0.010884128538719923,-2.0664915986051837
286,V,286001,296000,0.0032324420160586976,0.010831228764534163,-2.048483298534778
287,V,287001,297000,0.0033025349055243133,0.010897353482266363,-2.03508053511034
288,V,288001,298000,0.0032482848351981517,0.010831228764534163,-2.04421238641642
289,V,289001,299000,0.0030829894449368195,0.010566729893605369,-2.0675892523271697
290,V,290001,300000,0.003120274652110907,0.010222881361397934,-2.027779897008862
291,V,291001,301000,0.003189404143862803,0.009971607434015579,-1.9847098130859486
292,V,292001,302000,0.003195875543932322,0.009601309014715266,-1.9461494566168236
293,V,293001,303000,0.0030865853933968743,0.009561634184075947,-1.9753958933998679
294,V,294001,304000,0.0031039699671645124,0.009680658675993903,-1.981937250733029
295,V,295001,305000,0.002901980762960794,0.009178110821229194,-1.9940285919878784
296,V,296001,306000,0.002922320640704381,0.00932358520024003,-2.0023228379050777
297,V,297001,307000,0.0026952985873517944,0.008860712176114638,-2.0283926571980793
298,V,298001,308000,0.002702594477010658,0.008702012853557362,-2.0094494348851932
299,V,299001,309000,0.0028187336256995485,0.00880781240192888,-1.9821070106776266
300,V,300001,310000,0.0026352873955337312,0.00822591488588553,-1.9798641677166953
301,V,301001,311000,0.0023446054707857884,0.00767046725693506,-2.021272759219977
302,V,302001,312000,0.0022704315372845895,0.008106890393967574,-2.0969731684991895
303,V,303001,313000,0.0023957928690458074,0.008741687684196682,-2.1159391442911653
304,V,304001,314000,0.0022462241117884914,0.008463963869721447,-2.1405987979385515
305,V,305001,315000,0.002145861768093774,0.008027540732688935,-2.1339030033026987
306,V,306001,316000,0.0020219063134885,0.007458868160192024,-2.121355083112368
307,V,307001,317000,0.002030061988064563,0.007379518498913386,-2.1094159748085306
308,V,308001,318000,0.00188428088470964,0.006731496265137838,-2.0932187386789844
309,V,309001,319000,0.0018534565241016025,0.006744721208684279,-2.108147683204102
310,V,310001,320000,0.0020859973734727584,0.007749816918213699,-2.1277500688596658
311,V,311001,321000,0.0022335765425268855,0.00825236477297841,-2.1247267397097316
312,V,312001,322000,0.0022187125366494856,0.007987865902049614,-2.103371337249464
313,V,313001,323000,0.002169397803135233,0.007617567482749301,-2.0819011776494283
314,V,314001,324000,0.002229596909250293,0.00823913982943197,-2.124835544407693
315,V,315001,325000,0.0024385130157474886,0.009217785651868513,-2.144694221003433
316,V,316001,326000,0.0025193320033815927,0.009693883619540345,-2.159182443770856
317,V,317001,327000,0.0026638737705698815,0.01050060517587317,-2.1786437926354134
318,V,318001,328000,0.0028160023115699033,0.011413126280577513,-2.200275096891029
319,V,319001,329000,0.0027358195407061426,0.011479250998309713,-2.224919011741708
320,V,320001,330000,0.0028140110837830603,0.011770199756331387,-2.2231032916092706
321,V,321001,331000,0.0028415823151877076,0.01216694806272458,-2.2397534211809464
322,V,322001,332000,0.0031716893320688135,0.012616596143303531,-2.1881281046961147
323,V,323001,333000,0.003065935307603493,0.012299197498188977,-2.193940944896303
324,V,324001,334000,0.003083816403510416,0.011770199756331387,-2.156132271199881
325,V,325001,335000,0.0030768868716055525,0.011928899078888664,-2.1682079835144394
326,V,326001,336000,0.00298113810732005,0.011823099530517146,-2.1849960012881313
327,V,327001,337000,0.003024541625076702,0.011598275490227669,-2.159500498987253
328,V,328001,338000,0.003020310037838207,0.011360226506391754,-2.1443172322780812
329,V,329001,339000,0.0031237601929948403,0.011637950320866989,-2.137242145660379
330,V,330001,340000,0.0032072833655841394,0.011942124022435104,-2.137154489942205
331,V,331001,341000,0.0032620381572110078,0.01154537571604191,-2.0958508487382854
332,V,332001,342000,0.002974653635495392,0.01101637797418432,-2.1317182925112457
333,V,333001,343000,0.003002196276430052,0.011161852353195159,-2.1349901867384933
334,V,334001,344000,0.0029535115819588047,0.011320551675752435,-2.1587777335227396
335,V,335001,345000,0.0030067997026656697,0.01101637797418432,-2.123196941053139
336,V,336001,346000,0.0030735449258010084,0.011254426958020236,-2.12306109494381
337,V,337001,347000,0.003056768189064798,0.011135402466102277,-2.118775706717293
338,V,338001,348000,0.0031400807140987592,0.011452801111216833,-2.1201683857319824
339,V,339001,349000,0.003111231173378769,0.011399901337031074,-2.1237758168189553
340,V,340001,350000,0.0030253657176052395,0.011347001562845314,-2.1420932605571092
341,V,341001,351000,0.0029294129351427026,0.011598275490227669,-2.1834609410317016
342,V,342001,352000,0.002883384946580118,0.011426351224123953,-2.183901476622051
343,V,343001,353000,0.0029175227112194437,0.011267651901566676,-2.16445780115138
344,V,344001,354000,0.0030323031210866573,0.011677625151506308,-2.1628361259676585
345,V,345001,355000,0.002977608686892608,0.01150570088540259,-2.1651678713318656
346,V,346001,356000,0.00305476208919894,0.011532150772495472,-2.147392521636117
347,V,347001,357000,0.002762536562365835,0.010857678651627043,-2.177013658398824
348,V,348001,358000,0.002767223041617654,0.011267651901566676,-2.2034173531492267
349,V,349001,359000,0.002809011485031,0.011307326732205995,-2.195194466241833
350,V,350001,360000,0.002901581601869165,0.011320551675752435,-2.1721761735281784
351,V,351001,361000,0.0028914415839429966,0.011333776619298875,-2.1756807311237374
352,V,352001,362000,0.0030658422450303034,0.011783424699877827,-2.161464310460481
353,V,353001,363000,0.0029688208650118695,0.011466026054763271,-2.1647390926908203
354,V,354001,364000,0.0027954647230381147,0.010778328990348404,-2.1625072432188035
355,V,355001,365000,0.0027993923752053264,0.010818003820987724,-2.1642829750846024
356,V,356001,366000,0.0027337082630640034,0.010685754385523326,-2.1726823069012795
357,V,357001,367000,0.00305563631216391,0.011849549417610026,-2.1683043130621567
358,V,358001,368000,0.0029354812721084935,0.0111089525790094,-2.1487159247628447
359,V,359001,369000,0.0028383339741022942,0.010698979329069767,-2.145074454393127
360,V,360001,370000,0.002747284870452589,0.010183206530758614,-2.131147353663138
361,V,361001,371000,0.002842947067945311,0.010103856869479977,-2.097203105037152
362,V,362001,372000,0.0027644422760174543,0.010090631925933537,-2.1188097161096646
363,V,363001,373000,0.0031072571151716678,0.011161852353195159,-2.107500810027804
364,V,364001,374000,0.003224767759117752,0.011809874586970706,-2.1238826708823835
