date	experiment	round	assay	condition	control	plate	row	col	strain	trait	phenotype	.fitted	.se.fit	.hat	.sigma	.cooksd	.std.resid
20140429	RIAILs	1	b	thiabendazole-625	halfpercDMSO	12	A	5	QX269	mean.TOF	25.62809784453094	-6.686173059769452	1.365861126254708	0.004814648064595055	19.66650823182608	0.008240257844759492	1.3050889562613648
20140512	RIAILs	1	e	thiabendazole-625	halfpercDMSO	12	A	5	QX511	mean.TOF	-16.21794260964864	-2.643516664077073	0.5400214167046852	7.526159626192527e-4	19.692691136265907	5.116469167555127e-4	-0.8242044937027577
20140513	RIAILs	1	f	thiabendazole-625	halfpercDMSO	12	A	5	QX174	mean.TOF	3.82816684311459	9.27845756053038	1.8954167623608473	0.009271732465989052	19.709067737707905	3.5726046158840956e-4	0.1953841405763829
20140526	RIAILs	1	i	thiabendazole-625	halfpercDMSO	12	A	5	QX314	mean.TOF	-8.843269010531527	-3.4030018312759593	0.6951701477606812	0.0012471930612605697	19.704882453510915	2.523450502910765e-4	-0.4495309092550721
20140603	RIAILs	1	k	thiabendazole-625	halfpercDMSO	12	A	5	QX92	mean.TOF	-28.47562833029397	-3.3662805930223576	0.6876686799718319	0.001220421772923637	19.65647640984059	0.0025601695535946876	-1.44748548572725
20140623	RIAILs	1	l	thiabendazole-625	halfpercDMSO	12	A	5	QX565	mean.TOF	-2.5403046685651915	-2.416482189005584	0.49364248498279484	6.288926474585827e-4	19.709616939994532	1.0486873002056675e-5	-0.12909164660635217
20140624	RIAILs	1	m	thiabendazole-625	halfpercDMSO	12	A	5	QX313	mean.TOF	-17.727157313772633	-1.2702202701454046	0.25948243834899853	1.737670379788245e-4	19.68932174541243	1.4097691364049384e-4	-0.9006427633365587
20140429	RIAILs	1	b	thiabendazole-625	halfpercDMSO	12	A	7	QX290	mean.TOF	-21.509682618276912	-4.429545507310732	0.9048739781827506	0.0021131370079055124	19.679468896865455	0.0025338710383327368	-1.093878479893831
20140512	RIAILs	1	e	thiabendazole-625	halfpercDMSO	12	A	7	QX114	mean.TOF	6.834849157036176	-5.077619875976348	1.0372635497911393	0.0027767046721742235	19.706955522050954	3.3663106171387565e-4	0.3477030141376331
20140513	RIAILs	1	f	thiabendazole-625	halfpercDMSO	12	A	7	QX76	mean.TOF	-44.00546338610752	-8.046633177885644	1.6437778915767933	0.00697329001372277	19.581129459633022	0.03534113736073462	-2.2433749300839816
20140526	RIAILs	1	i	thiabendazole-625	halfpercDMSO	12	A	7	QX304	mean.TOF	-26.17653332369791	-1.5238235678873575	0.3112888876854558	2.500798457537836e-4	19.664830488289216	4.4245759566021944e-4	-1.329970996584566
20140527	RIAILs	1	j	thiabendazole-625	halfpercDMSO	12	A	7	QX448	mean.TOF	-28.611694720643992	-2.984092771894029	0.6095947977763312	9.59033906382273e-4	19.655976736009983	0.0020300465214323194	-1.4542117950334457
20140603	RIAILs	1	k	thiabendazole-625	halfpercDMSO	12	A	7	QX97	mean.TOF	0.993782066023563	3.5350208569890857	0.7221391857343704	0.0013458395336580786	19.709977250948366	3.439511912558577e-6	0.050519532857370514
20140623	RIAILs	1	l	thiabendazole-625	halfpercDMSO	12	A	7	QX557	mean.TOF	29.51252664045865	-2.431658296183673	0.49674268215943523	6.368166553858461e-4	19.652532167955	0.0014332830448906034	1.4997554469699443
20140624	RIAILs	1	m	thiabendazole-625	halfpercDMSO	12	A	7	QX57	mean.TOF	28.404780563692004	-2.5855474719847997	0.5281793861004163	7.199699204915422e-4	19.656769714310716	0.0015013234575677412	1.4435225185055776
20140429	RIAILs	1	b	thiabendazole-625	halfpercDMSO	12	A	9	QX534	mean.TOF	-29.84408708125059	4.218826566998893	0.8618280075558026	0.0019168700189574545	19.651155219868517	0.0044231054093283656	-1.5175767691269155
20140512	RIAILs	1	e	thiabendazole-625	halfpercDMSO	12	A	9	QX401	mean.TOF	2.8455894831262727	2.201638709527777	0.44975394751527137	5.220371683459346e-4	19.70950858728106	1.0920711423570201e-5	0.1445976931304012
20140513	RIAILs	1	f	thiabendazole-625	halfpercDMSO	12	A	9	QX468	mean.TOF	-31.980518160739045	-0.7506159699321394	0.1533369185797942	6.0679908974848284e-5	19.642533135514743	1.601843479968163e-4	-1.6247045687588593
20140526	RIAILs	1	i	thiabendazole-625	halfpercDMSO	12	A	9	QX243	mean.TOF	-5.100900334185419	-0.8541069946502218	0.17447821515035708	7.85658615636284e-5	19.708327790180913	5.276515947490813e-6	-0.2591430869285905
20140527	RIAILs	1	j	thiabendazole-625	halfpercDMSO	12	A	9	QX417	mean.TOF	-35.484245940540305	0.6046506188207857	0.12351890503439071	3.9374796636123556e-5	19.62689917278797	1.2796026883734113e-4	-1.8026850611485008
20140603	RIAILs	1	k	thiabendazole-625	halfpercDMSO	12	A	9	QX2	mean.TOF	-14.43068086343878	7.068502959353005	1.4439640324430274	0.005381015074685289	19.696242043753134	0.0029233163907891515	-0.7350792757745328
20140623	RIAILs	1	l	thiabendazole-625	halfpercDMSO	12	A	9	QX503	mean.TOF	31.12151999424342	-0.8402620500528138	0.1716499497956159	7.603942410955541e-5	19.64611587256635	1.9009816567212018e-4	1.5810770735159485
20140624	RIAILs	1	m	thiabendazole-625	halfpercDMSO	12	A	9	QX451	mean.TOF	23.77064556699551	1.8237841369318746	0.37256526761231257	3.582252449184208e-4	19.67276290371468	5.227581413028581e-4	1.2077985582910902
20140429	RIAILs	1	b	thiabendazole-625	halfpercDMSO	12	A	11	QX307	mean.TOF	51.077208571035136	-0.16179667472310075	0.03305205928504356	2.8193468207722326e-6	19.5373856462416	1.898264470584483e-5	2.594797647618725
20140512	RIAILs	1	e	thiabendazole-625	halfpercDMSO	12	A	11	QX453	mean.TOF	-3.3122589806051095	-1.550642732422347	0.3167675454990534	2.589600775500927e-4	19.709319324930558	7.335974373718e-6	-0.16828920344667017
20140513	RIAILs	1	f	thiabendazole-625	halfpercDMSO	12	A	11	QX416	mean.TOF	41.12604708008527	-3.1507586833601633	0.6436415518026546	0.0010691523725806962	19.598161865955163	0.004676857624278444	2.0903787642072347
20140527	RIAILs	1	j	thiabendazole-625	halfpercDMSO	12	A	11	QX475	mean.TOF	13.469881342451847	-5.0643889448731025	1.0345607160031818	0.0027622528132882104	19.69805065904391	0.0013006037570853703	0.6852359574589967
20140603	RIAILs	1	k	thiabendazole-625	halfpercDMSO	12	A	11	QX77	mean.TOF	-4.700719553567395	-2.5938636551634033	0.5298782280569331	7.246088070554975e-4	19.708585339400496	4.138217993902281e-5	-0.2388897271617629
20140623	RIAILs	1	l	thiabendazole-625	halfpercDMSO	12	A	11	QX437	mean.TOF	24.08813953652571	-3.034433229482322	0.6198784194359974	9.916638723188095e-4	19.671735128336596	0.0014879359652870657	1.224318553682411
20140624	RIAILs	1	m	thiabendazole-625	halfpercDMSO	12	A	11	QX382	mean.TOF	21.98533535924594	-0.3248452789133484	0.06635986453668159	1.1364816796342593e-5	19.67816785594823	1.4177183395978486e-5	1.1168922856076824
20140512	RIAILs	1	e	thiabendazole-625	halfpercDMSO	12	B	1	QX352	mean.TOF	0.10118015607749964	-5.660635820107304	1.1563628921139684	0.0034509586127346886	19.71004173534842	9.180884989997393e-8	0.005148986295631395
20140513	RIAILs	1	f	thiabendazole-625	halfpercDMSO	12	B	1	QX108	mean.TOF	-8.998313586838226	-1.0278841787443056	0.20997767025903197	1.1378831942351427e-4	19.704705965475625	2.378319681241745e-5	-0.4571529883628757
20140526	RIAILs	1	i	thiabendazole-625	halfpercDMSO	12	B	1	QX51	mean.TOF	18.632569729195307	0.03229341285301557	0.006596945196561965	1.12314857399305e-7	19.687153797224987	1.0063157629034334e-7	0.9465607854365691
20140527	RIAILs	1	j	thiabendazole-625	halfpercDMSO	12	B	1	QX420	mean.TOF	-30.190737303354886	-2.883044064876239	0.588952421406453	8.951831129389893e-4	19.64983889338524	0.00210954440455961	-1.5344188379541222
20140603	RIAILs	1	k	thiabendazole-625	halfpercDMSO	12	B	1	QX418	mean.TOF	-0.10087334995903707	-3.2941805375557096	0.6729399761105385	0.0011687028803066461	19.71004174098445	3.0762680546885214e-8	-0.005127505106966475
20140623	RIAILs	1	l	thiabendazole-625	halfpercDMSO	12	B	1	QX426	mean.TOF	4.566881236778578	0.31105813664190496	0.0635434071248902	1.0420593448134216e-5	19.70866811453611	5.609089850873192e-7	0.23200519487945273
20140624	RIAILs	1	m	thiabendazole-625	halfpercDMSO	12	B	1	QX278	mean.TOF	6.841144110371921	3.522129672744364	0.7195057559272364	0.0013360416671746986	19.70695429455741	1.618043470808761e-4	0.3477721334340061
20140512	RIAILs	1	e	thiabendazole-625	halfpercDMSO	12	B	3	QX506	mean.TOF	-2.101262244601388	-1.0389703514088362	0.212242369683661	1.1625606777133125e-4	19.709751450462754	1.325038770681472e-6	-0.10675328110960712
20140513	RIAILs	1	f	thiabendazole-625	halfpercDMSO	12	B	3	QX37	mean.TOF	-1.3487243334794567	6.3836518565103635	1.3040616562580944	0.0043888193835906145	19.709922025211863	2.0785765431046838e-5	-0.06866794321157829
20140526	RIAILs	1	i	thiabendazole-625	halfpercDMSO	12	B	3	CB4856	mean.TOF	9.965870292591266	-8.191275556032345	1.6733256462869328	0.007226240180539999	19.703449542000516	0.0018792896903906439	0.508119444210215
20140527	RIAILs	1	j	thiabendazole-625	halfpercDMSO	12	B	3	QX538	mean.TOF	-16.5259230537421	-4.6000490795715905	0.9397046951200562	0.0022789471358817238	19.69199799440906	0.001613611158953243	-0.8404983920294072
20140603	RIAILs	1	k	thiabendazole-625	halfpercDMSO	12	B	3	QX553	mean.TOF	11.852844799967949	3.6290456222640213	0.7413467011017165	0.0014183851517978745	19.70077015415164	5.157315469416563e-4	0.6025686651222654
20140623	RIAILs	1	l	thiabendazole-625	halfpercDMSO	12	B	3	QX245	mean.TOF	12.043034092344957	-2.305236573694618	0.47091706940332234	5.723218450687793e-4	19.70047823628201	2.1446719256577946e-4	0.6119782089554258
20140624	RIAILs	1	m	thiabendazole-625	halfpercDMSO	12	B	3	QX487	mean.TOF	8.12035579766009	-1.7461930263820686	0.35671484305770707	3.283929457048243e-4	19.705695685213605	5.5921740420946426e-5	0.4125932404530972
20140429	RIAILs	1	b	thiabendazole-625	halfpercDMSO	12	B	5	QX404	mean.TOF	-13.935504813543291	-2.1076734159953574	0.43055858112170836	4.7842730291691303e-4	19.697236336554493	2.4000952697513216e-4	-0.7081126428221304
20140512	RIAILs	1	e	thiabendazole-625	halfpercDMSO	12	B	5	N2	mean.TOF	10.509769701207684	-6.167249248071501	1.2598546176659835	0.004096305341452515	19.70273318766333	0.001177322628276727	0.5350079758876286
20140513	RIAILs	1	f	thiabendazole-625	halfpercDMSO	12	B	5	QX306	mean.TOF	-32.53969596845056	-5.840420471138783	1.1930895612782322	0.003673648072098337	19.63989355427042	0.010112831110162174	-1.6561070693666462
20140526	RIAILs	1	i	thiabendazole-625	halfpercDMSO	12	B	5	QX279	mean.TOF	-14.373584408506044	-2.4955184134487	0.50978811949865	6.707039712148663e-4	19.696415626797446	3.580925322987289e-4	-0.7304432882312275
20140527	RIAILs	1	j	thiabendazole-625	halfpercDMSO	12	B	5	QX153	mean.TOF	4.411553444025708	-3.6752710537136504	0.7507896992558172	0.0014547490042878307	19.708758157412053	7.328027911854016e-5	0.2242763080994815
20140603	RIAILs	1	k	thiabendazole-625	halfpercDMSO	12	B	5	QX315	mean.TOF	-74.42638807806772	7.544060592850888	1.5411116352768133	0.006129423883610465	19.339319539927548	0.0887085199579136	-3.792606239863608
20140623	RIAILs	1	l	thiabendazole-625	halfpercDMSO	12	B	5	QX521	mean.TOF	39.39471674863175	-0.7141448831342019	0.14588655209297732	5.4926506577695836e-5	19.60751202606801	2.2001744136768004e-4	2.001361948914363
20140624	RIAILs	1	m	thiabendazole-625	halfpercDMSO	12	B	5	QX492	mean.TOF	-1.2793477072770276	1.1543326353224554	0.23580874429362425	1.4350639965364108e-4	19.709934551733113	6.063516640057736e-7	-0.06499732572090432
20140429	RIAILs	1	b	thiabendazole-625	halfpercDMSO	12	B	7	QX402	mean.TOF	-7.948339328567924	-4.5225839537152215	0.9238800069012784	0.002202838181318014	19.705870086364936	3.607466640182908e-4	-0.4042322847362421
20140512	RIAILs	1	e	thiabendazole-625	halfpercDMSO	12	B	7	QX192	mean.TOF	-0.596768108345457	-9.017605255338879	1.8421294752729949	0.008757734213990022	19.710018739227305	8.192091739221043e-6	-0.030450289715918386
20140513	RIAILs	1	f	thiabendazole-625	halfpercDMSO	12	B	7	QX91	mean.TOF	7.993938366557338	2.896315402043702	0.5916635094037896	9.034435630187346e-4	19.70582756068404	1.4926540109888345e-4	0.40628687544435815
20140526	RIAILs	1	i	thiabendazole-625	halfpercDMSO	12	B	7	QX166	mean.TOF	-9.108783090137077	1.5218075787620926	0.3108770585041683	2.4941858185907086e-4	19.704573373133332	5.343399590798191e-5	-0.46279670297982545
20140527	RIAILs	1	j	thiabendazole-625	halfpercDMSO	12	B	7	QX413	mean.TOF	17.145403311000077	0.36190612918516996	0.07393070876098182	1.4105912872111739e-5	19.69066316923283	1.0701885936768262e-5	0.8710167311316933
20140603	RIAILs	1	k	thiabendazole-625	halfpercDMSO	12	B	7	QX563	mean.TOF	4.594979912571306	-2.5733105691340663	0.5256796138450227	7.13171086925123e-4	19.70865017217187	3.8916349343187785e-5	0.23351472111142044
20140623	RIAILs	1	l	thiabendazole-625	halfpercDMSO	12	B	7	QX15	mean.TOF	9.374745082064951	-5.262807056705593	1.0750938555546432	0.002982937933957391	19.704233403048107	6.806273993806404e-4	0.4769621328679784
20140624	RIAILs	1	m	thiabendazole-625	halfpercDMSO	12	B	7	QX49	mean.TOF	12.076707650995273	-2.5393674834804862	0.5187456710970679	6.944810961799491e-4	19.700423487599053	2.6176550823612025e-4	0.6137268716222126
20140429	RIAILs	1	b	thiabendazole-625	halfpercDMSO	12	B	9	QX39	mean.TOF	-6.5633311652248905	-4.544541942635479	0.9283656167125722	0.00222428048921572	19.707197500708492	2.483840951791505e-4	-0.33379788536761074
20140512	RIAILs	1	e	thiabendazole-625	halfpercDMSO	12	B	9	QX465	mean.TOF	-6.004967145066209	-1.6288231119152052	0.33273834676766695	2.857308719375305e-4	19.707665608708616	2.6605909738176695e-5	-0.3051043635644817
20140513	RIAILs	1	f	thiabendazole-625	halfpercDMSO	12	B	9	QX58	mean.TOF	-22.562577333053685	-6.466235546638831	1.3209319722072643	0.004503107987424972	19.67631904627623	0.005969822492407083	-1.1488001466468383
20140526	RIAILs	1	i	thiabendazole-625	halfpercDMSO	12	B	9	QX449	mean.TOF	4.348622539052768	-1.9159967571465477	0.3914025953595029	3.9536558204633686e-4	19.70879585961794	1.931066458190593e-5	0.22095982170286319
20140527	RIAILs	1	j	thiabendazole-625	halfpercDMSO	12	B	9	QX20	mean.TOF	29.34583620588263	-0.9559870831576956	0.19529042733628366	9.842680074212168e-5	19.65321158147107	2.187979767191146e-4	1.4908831011514856
20140603	RIAILs	1	k	thiabendazole-625	halfpercDMSO	12	B	9	QX334	mean.TOF	-9.787867000188253	-3.2403089710370554	0.6619350143991807	0.0011307905403591448	19.70372180433918	2.802157172175752e-4	-0.49751877581541004
20140623	RIAILs	1	l	thiabendazole-625	halfpercDMSO	12	B	9	QX378	mean.TOF	10.068140682995278	-7.442906708281016	1.5204477730841095	0.0059661541644968384	19.703322042919282	0.0015795818528990028	0.5130083313240253
20140624	RIAILs	1	m	thiabendazole-625	halfpercDMSO	12	B	9	QX442	mean.TOF	32.816517155143735	-2.376338569931799	0.48544188827823537	6.08171345906859e-4	19.638912011778256	0.0016923523852843592	1.6676323787876746
20140429	RIAILs	1	b	thiabendazole-625	halfpercDMSO	12	B	11	QX411	mean.TOF	-11.699191233058398	-3.895698827161475	0.7958190043916381	0.0016344817267287819	19.701007095582558	5.792473576138716e-4	-0.5948216704570201
20140512	RIAILs	1	e	thiabendazole-625	halfpercDMSO	12	B	11	QX497	mean.TOF	-17.09183901174497	-3.266762881008526	0.6673390574809971	0.0011493294758776814	19.690762227042715	8.685052708987226e-4	-0.8687888520292495
20140513	RIAILs	1	f	thiabendazole-625	halfpercDMSO	12	B	11	QX383	mean.TOF	-1.8928408142655972	-1.8769978768814648	0.3834358475584258	3.7943455824603653e-4	19.70980624626139	3.511123936689507e-6	-0.09617722216366369
20140526	RIAILs	1	i	thiabendazole-625	halfpercDMSO	12	B	11	QX371	mean.TOF	-10.500889926502257	-7.216757275036378	1.4742496389897406	0.005609104326828027	19.702734432924828	0.0016142950265139566	-0.5349624081490336
20140527	RIAILs	1	j	thiabendazole-625	halfpercDMSO	12	B	11	QX540	mean.TOF	6.123170462063828	0.3724732219528057	0.0760893697917118	1.4941680023020243e-5	19.70757177987463	1.4458277877162022e-6	0.31106799018099396
20140603	RIAILs	1	k	thiabendazole-625	halfpercDMSO	12	B	11	QX321	mean.TOF	-28.14128715785724	1.8667819470437554	0.38134892260013686	3.7531550390565845e-4	19.65777284550707	7.676476669073207e-4	-1.4298852974011018
20140623	RIAILs	1	l	thiabendazole-625	halfpercDMSO	12	B	11	QX336	mean.TOF	10.992074379587256	-3.349668318647207	0.6842751004780224	0.0012084061635874157	19.70206992197979	3.777234512501731e-4	0.5587505298428824
20140624	RIAILs	1	m	thiabendazole-625	halfpercDMSO	12	B	11	QX333	mean.TOF	6.440473989369352	-2.603544166206973	0.5318557768877057	7.300274982379709e-4	19.707307114054657	7.826375182548642e-5	0.3273046239238031
20140429	RIAILs	1	b	thiabendazole-625	halfpercDMSO	12	C	1	QX444	mean.TOF	-16.370001491154586	-1.7670288322357373	0.3609712116852188	3.362765569196569e-4	19.692371460213604	2.3272209767593633e-4	-0.8317589477866475
20140512	RIAILs	1	e	thiabendazole-625	halfpercDMSO	12	C	1	QX213	mean.TOF	-20.012844124964396	-4.736450372102316	0.9675689489126491	0.0024161022109293584	19.683570723352116	0.0025094903205845464	-1.017911043929946
20140513	RIAILs	1	f	thiabendazole-625	halfpercDMSO	12	C	1	QX17	mean.TOF	17.73886753075154	3.338855225215445	0.6820661860749733	0.001200617023115751	19.6892730045879	9.773524469523784e-4	0.9017008656820062
20140526	RIAILs	1	i	thiabendazole-625	halfpercDMSO	12	C	1	QX33	mean.TOF	11.592532581634625	-2.9397162057729096	0.600529488512021	9.307223294914582e-4	19.70117737752861	3.2339777899096907e-4	0.589191200202007
20140527	RIAILs	1	j	thiabendazole-625	halfpercDMSO	12	C	1	QX55	mean.TOF	26.632192246842035	3.2546058740614026	0.6648556064766258	0.0011407911103381242	19.663199093496726	0.0020929693300731867	1.3537251796567427
20140603	RIAILs	1	k	thiabendazole-625	halfpercDMSO	12	C	1	QX432	mean.TOF	23.590315289415273	4.579655628172744	0.9355386913019005	0.0022587853608881975	19.67325690467731	0.0032588028534125796	1.1997769607297628
20140623	RIAILs	1	l	thiabendazole-625	halfpercDMSO	12	C	1	QX98	mean.TOF	-14.635381225825824	-1.959022128075606	0.4001918805110177	4.1332150639370683e-4	19.69591817604557	2.286686463464808e-4	-0.7436516373309601
20140624	RIAILs	1	m	thiabendazole-625	halfpercDMSO	12	C	1	QX187	mean.TOF	18.775113291484928	0.9243839710419278	0.18883449777512373	9.202676013616952e-5	19.686799905931597	8.373570090067776e-5	0.9538460362944311
20140429	RIAILs	1	b	thiabendazole-625	halfpercDMSO	12	C	3	QX272	mean.TOF	1.0520820321547388	1.0907697734990551	0.22282403072698564	1.2813728258583384e-4	19.70996947027988	3.6613182487046136e-7	0.05345067066699782
20140512	RIAILs	1	e	thiabendazole-625	halfpercDMSO	12	C	3	QX42	mean.TOF	7.4751248540788495	-5.4442731420869706	1.1121640105656456	0.003192192935284269	19.706348488832177	0.00046329181758467483	0.3803544172592764
20140513	RIAILs	1	f	thiabendazole-625	halfpercDMSO	12	C	3	QX220	mean.TOF	-2.326338782322516	-2.9546125948628177	0.6035725444720729	9.401787044893792e-4	19.709685484677006	1.3156028397226823e-5	-0.11823687502225323
20140526	RIAILs	1	i	thiabendazole-625	halfpercDMSO	12	C	3	QX332	mean.TOF	-1.0158115902383025	-5.666122598822618	1.1574837392246573	0.003457651791174605	19.70997418574047	9.271874021238273e-6	-0.051694104106516967
20140527	RIAILs	1	j	thiabendazole-625	halfpercDMSO	12	C	3	QX254	mean.TOF	14.009198199583638	-0.3809997563151421	0.07783118259300831	1.563358992978915e-5	19.69710648378705	7.918634766365941e-6	0.7116925231170548
20140603	RIAILs	1	k	thiabendazole-625	halfpercDMSO	12	C	3	QX421	mean.TOF	5.312704696065495	1.881468279027123	0.3843490677899241	3.812440914523432e-4	19.708181871547435	2.7791829700348074e-5	0.26994432837100285
20140623	RIAILs	1	l	thiabendazole-625	halfpercDMSO	12	C	3	QX406	mean.TOF	-5.877482015894926	-0.071377964153363	0.014581194000928572	5.487033782105721e-7	19.707766111431127	4.891839348499349e-8	-0.29858442974394017
20140624	RIAILs	1	m	thiabendazole-625	halfpercDMSO	12	C	3	QX88	mean.TOF	19.686921875585842	-2.904791724529675	0.5933950648501854	9.087393154853079e-4	19.684465149180202	9.106177066783779e-4	1.0005780389532757
20140429	RIAILs	1	b	thiabendazole-625	halfpercDMSO	12	C	5	QX480	mean.TOF	-0.3331294131968394	-7.6818679431605075	1.5692631205909795	0.006355401534583357	19.710035053267585	1.8435641729780328e-6	-0.016977477773893218
20140512	RIAILs	1	e	thiabendazole-625	halfpercDMSO	12	C	5	QX528	mean.TOF	4.147970504017364	-3.517846327190322	0.718630747887468	0.0013327940591115665	19.708907179895043	5.933954980421302e-5	0.21086329753998387
20140513	RIAILs	1	f	thiabendazole-625	halfpercDMSO	12	C	5	QX127	mean.TOF	0.7594517834034535	-4.481185899387116	0.9154231523442877	0.0021626948291012128	19.710004326455362	3.233163290147739e-6	0.038623005579129184
20140526	RIAILs	1	i	thiabendazole-625	halfpercDMSO	12	C	5	QX484	mean.TOF	-10.682378189823194	-0.5357697496450536	0.10944782121577763	3.091474712970185e-5	19.70252178774828	9.104999101572854e-6	-0.542688215848737
20140527	RIAILs	1	j	thiabendazole-625	halfpercDMSO	12	C	5	QX597	mean.TOF	19.369092259934767	1.2989868369503732	0.26535891432164865	1.8172673374364966e-4	19.6853028605611	1.7601378182237852e-4	0.9840665317625885
20140623	RIAILs	1	l	thiabendazole-625	halfpercDMSO	12	C	5	QX438	mean.TOF	31.10611151195171	-3.837697188174754	0.7839703454887298	0.0015861736400877254	19.64608250832547	0.003973493086138511	1.5814889435192057
20140624	RIAILs	1	m	thiabendazole-625	halfpercDMSO	12	C	5	QX160	mean.TOF	-16.785245686259056	-5.425862261548424	1.1084030091971606	0.003170639384142434	19.691410320249524	0.0023201286655276394	-0.8540691218324417
20140429	RIAILs	1	b	thiabendazole-625	halfpercDMSO	12	C	7	QX496	mean.TOF	13.72048132990453	-3.045277447871785	0.6220936920905308	9.987643977627627e-4	19.69762213637188	4.862069406362814e-4	0.6973680773422158
20140512	RIAILs	1	e	thiabendazole-625	halfpercDMSO	12	C	7	QX520	mean.TOF	10.500422724898074	1.4652691626513714	0.299327308891748	2.3122997908068125e-4	19.702774397554133	6.582790457301975e-5	0.5334979177958622
20140513	RIAILs	1	f	thiabendazole-625	halfpercDMSO	12	C	7	QX53	mean.TOF	3.774237274162116	-6.509874446551385	1.3298465899490213	0.004564093633997458	19.709099487121676	1.6933151641280872e-4	0.19217561390832044
20140526	RIAILs	1	i	thiabendazole-625	halfpercDMSO	12	C	7	QX459	mean.TOF	17.08644599796104	4.417988828577796	0.9025131630963287	0.0021021250481001743	19.690755991925688	0.0015905278785509334	0.8689292529399979
20140603	RIAILs	1	k	thiabendazole-625	halfpercDMSO	12	C	7	QX476	mean.TOF	-26.54430941064048	-4.620150459011764	0.9438110340550486	0.002298907823674013	19.663454022242036	0.00419966822719794	-1.3500409316036
20140623	RIAILs	1	l	thiabendazole-625	halfpercDMSO	12	C	7	QX337	mean.TOF	-3.41919353290387	-4.0184663999449	0.8208981421481034	0.0017391218163430348	19.70927073882649	5.265513426958701e-5	-0.17385107739325442
20140624	RIAILs	1	m	thiabendazole-625	halfpercDMSO	12	C	7	QX452	mean.TOF	24.273091765588287	-3.9832884984424966	0.8137119494283165	0.0017088063332511452	19.671116057283687	0.002607234041997532	1.2341621029423455
